split_seed,method,round,batch_position,experiment_id,selection_role,PI,EI,GP_mean,GP_std,d_min,B_I,B_F,suspicious,gate_fallback,q_true
16,random,1,1,Q052,random,0.18076369498114725,0.07740904428603745,11.70800500803514,0.7886120131065065,3.0,0.0,0.0,False,False,81273.0
16,random,1,2,Q057,random,0.08906552410029,0.038076606361209145,11.183295135111623,0.9240669724362345,6.0,0.0,1.0,True,False,0.0
16,random,1,3,Q041,random,0.06723435308494892,0.08079865138277154,8.331973619979822,2.7364064273598796,6.0,0.0,0.0,False,False,155410.0
16,random,1,4,Q076,random,0.0019761481931806512,0.0007797690261510358,8.528472175224813,1.3529437892536484,3.0,0.0,0.0,False,False,34391.0
16,random,1,5,Q086,random,3.0376818122196556e-07,9.795724255071823e-08,3.818638801793785,1.7256518011088704,19.0,0.0,1.0,True,False,200.0
16,random,2,1,Q039,random,2.085445403717204e-14,2.2880433596682313e-15,5.955249427442649,0.8566325607639513,2.0,0.0,0.0,False,False,28530.0
16,random,2,2,Q093,random,0.040294021917276976,0.0805461448759841,3.7843428502530823,4.946669621504377,11.0,0.800000011920929,0.20000000298023224,True,False,0.0
16,random,2,3,Q061,random,0.0966442298500243,0.04131388955606573,11.24478845394329,0.9092021585933142,4.0,0.0,0.0,False,False,61305.0
16,random,2,4,Q060,random,0.00033478487149283696,3.852099873020564e-05,10.905175963154464,0.44753636941569325,5.0,0.0,0.0,False,False,43612.0
16,random,2,5,Q012,random,0.4999609073090054,0.673655930107759,12.427415278855177,1.688812402315636,5.0,0.0,0.0,False,False,1147.0
16,random,3,1,Q079,random,4.465948277127494e-06,3.0199027474639873e-06,-2.1087593720437434,3.2728182028357646,14.0,0.0,1.0,True,False,32240.0
16,random,3,2,Q028,random,0.00044057273646314326,6.95629513614059e-05,10.420674756204651,0.6034065239416978,4.0,0.0,0.0,False,False,55318.0
16,random,3,3,Q036,random,1.7159191705694427e-06,1.2778757472432046e-06,-4.956879632791176,3.744131858892442,4.0,0.0,1.0,False,False,0.0
16,random,3,4,Q021,random,0.003376853203217134,0.0011191192092811896,9.484924925578987,1.086351663841383,2.0,0.0,0.0,False,False,67531.0
16,random,3,5,Q040,random,0.05102835191685494,0.02726018293939768,10.344171888122421,1.274284658846293,3.0,0.0,0.0,False,False,114138.0
16,random,4,1,Q053,random,0.0003051091641887732,4.6073987643010985e-05,10.402965679130617,0.5907780832732026,2.0,0.0,0.0,False,False,110908.0
16,random,4,2,Q069,random,0.05785859872443551,0.026445507094759554,10.747639804252008,1.067980602209494,2.0,0.0,0.0,False,False,90845.0
16,random,4,3,Q023,random,0.5641363918747705,0.8366150985255207,12.70618269675078,1.725463839615238,2.0,0.0,0.0,False,False,130578.0
16,random,4,4,Q019,random,0.4668960386142059,0.7734608299199927,12.2484878435979,2.1558037009626694,5.0,0.0,0.0,False,False,84493.0
16,random,4,5,Q007,random,0.43086589510531986,1.0280398933231751,11.864328950255059,3.233918140910666,8.0,0.0,0.0,False,False,0.0
16,random,5,1,Q037,random,7.99420817183033e-05,8.152103572560128e-06,10.800254392220586,0.43105785641971023,1.0,0.0,0.0,False,False,76141.0
16,random,5,2,Q049,random,0.09434881373696602,0.02133395469134103,11.792390308543443,0.48323975906719435,3.0,0.0,0.0,False,False,163182.0
16,random,5,3,Q064,random,0.6972115978234776,1.456576657648064,13.488200659739071,2.053882661516829,5.0,0.0,1.0,True,False,45673.0
16,random,5,4,Q054,random,0.4035818756318829,0.2096223081547096,12.250366844725574,0.7260288893683697,2.0,0.0,0.0,False,False,100890.0
16,random,5,5,Q026,random,0.0036323855796484054,0.0006707588359784883,10.813061471137658,0.6014323385120728,1.0,0.0,0.0,False,False,99186.0
16,random,6,1,Q032,random,0.005324377399460273,0.004057643850866738,6.306875179954651,2.396499943717888,2.0,1.0,0.0,False,False,0.0
16,random,6,2,Q092,random,0.0018053284328338175,0.002160615238573027,0.3985964737464718,4.133225440715825,5.0,0.0,1.0,True,False,0.0
16,random,6,3,Q031,random,0.22042886541825096,0.11659243797596552,11.71736809352903,0.9214618455493098,2.0,0.0,0.0,False,False,62455.0
16,random,6,4,Q088,random,0.014499479523938846,0.023608503925049706,2.3619230548058248,4.609871575185576,11.0,0.0,1.0,True,False,0.0
16,random,6,5,Q081,random,0.302987142961567,0.5647197623233964,10.917925088846426,2.9266627523265036,6.0,0.0,0.0,False,False,0.0
16,random,7,1,Q050,random,0.15285010518295533,0.27402605308821415,8.898473125605951,3.445431895458377,8.0,0.0,0.800000011920929,True,False,6338.0
16,random,7,2,Q055,random,0.046839912266398435,0.007787321896245203,11.753688273771814,0.4020123323551068,1.0,0.0,0.0,False,False,171271.0
16,random,7,3,Q048,random,7.090028438267424e-07,6.269247889909189e-08,10.21224221292167,0.45937963382658853,2.0,0.0,0.0,False,False,42637.0
16,random,7,4,Q072,random,0.08363740167712008,0.08890521624126502,9.215871981689855,2.325617190819424,4.0,0.0,0.0,False,False,57726.0
16,random,7,5,Q073,random,0.03145794932002063,0.009594042999554561,10.972636539718025,0.7823183546078615,8.0,0.0,0.0,False,False,31696.0
16,random,8,1,Q085,random,0.13034876179120108,0.4031010834991775,5.487511373918096,6.170354577512462,8.0,0.0,1.0,True,False,0.0
16,random,8,2,Q015,random,5.764104826320022e-05,2.4682644272080827e-05,5.326416789241275,1.841613107669761,2.0,0.0,0.0,False,False,48700.0
16,random,8,3,Q071,random,0.0005065299240381097,7.101944128707954e-05,10.682490807908561,0.5309268667214062,1.0,0.0,0.0,False,False,60955.0
16,random,8,4,Q077,random,0.09112799790045473,0.2603739791659937,4.226707171111951,6.148314576299027,9.0,0.0,1.0,True,False,226.0
16,random,8,5,Q024,random,0.0006307560801622028,6.101754354454782e-05,11.263679767100491,0.36094491932927086,3.0,0.0,0.0,False,False,25579.0
16,gp_m52_pi,1,1,Q031,exploitation,0.9358197476651193,0.9432246807090351,13.353776356043316,0.6090991809103022,2.0,0.0,0.0,False,False,62455.0
16,gp_m52_pi,1,2,Q021,exploitation,0.5533654471068412,0.24718538102745677,12.498201962771427,0.5263608360683963,2.0,0.0,0.0,False,False,67531.0
16,gp_m52_pi,1,3,Q012,exploitation,0.47488140197539636,0.22788505366586176,12.388589488836839,0.6188635293565651,5.0,0.0,0.0,False,False,1147.0
16,gp_m52_pi,1,4,Q050,exploitation,0.45804142769429923,1.5490872837045047,11.959173305436213,4.445392626416898,8.0,0.0,0.0,False,False,6338.0
16,gp_m52_pi,1,5,Q072,exploitation,0.34112467970774374,0.40380592004243127,11.700012085599212,1.777177527808428,4.0,0.0,0.0,False,False,57726.0
16,gp_m52_pi,2,1,Q052,exploitation,0.2910089499397887,0.11170089138148094,12.091007289694655,0.611463061049406,2.0,0.0,0.0,False,False,81273.0
16,gp_m52_pi,2,2,Q019,exploitation,0.17539626646945627,0.10520075333966164,11.38877703846789,1.1133382291529832,5.0,0.0,0.0,False,False,84493.0
16,gp_m52_pi,2,3,Q007,exploitation,0.12120710867481466,0.18790823214267627,8.752328125200211,3.1439993565588877,8.0,0.0,0.0,False,False,0.0
16,gp_m52_pi,2,4,Q064,exploitation,0.0872064548157761,0.13042220894058487,8.01913252660393,3.2458974899794173,5.0,0.0,0.0,False,False,45673.0
16,gp_m52_pi,2,5,Q023,exploitation,0.08585374811730495,0.05724392302624326,10.443792736601672,1.4514766395832082,4.0,0.0,0.0,False,False,130578.0
16,gp_m52_pi,3,1,Q049,exploitation,0.3188173812717028,0.2586378942317549,11.838763156861408,1.2501213481480304,3.0,0.0,0.0,False,False,163182.0
16,gp_m52_pi,3,2,Q076,exploitation,0.28897633828814806,0.4377386524773632,11.0816848468188,2.419032803144171,3.0,0.0,0.0,False,False,34391.0
16,gp_m52_pi,3,3,Q055,exploitation,0.2790392506766691,0.1977524253406764,11.756644825561624,1.145532306195528,3.0,0.0,0.0,False,False,171271.0
16,gp_m52_pi,3,4,Q040,exploitation,0.23933234547963522,0.13650587608165002,11.740956990903697,0.969189023741241,2.0,0.0,0.0,False,False,114138.0
16,gp_m52_pi,3,5,Q071,exploitation,0.22352820751289915,0.23301306622742246,11.052502494867149,1.8085244972796042,4.0,0.0,0.0,False,False,60955.0
16,gp_m52_pi,4,1,Q057,exploitation,0.18684593688509638,0.4082114288509774,8.880068658343145,3.9878541113599044,6.0,0.0,0.0,False,False,0.0
16,gp_m52_pi,4,2,Q026,exploitation,0.0952977442824165,0.02416539083006744,11.719713214199862,0.5408442758013512,1.0,0.0,0.0,False,False,99186.0
16,gp_m52_pi,4,3,Q085,exploitation,0.08051934220226492,0.13619995095750353,7.203304505153836,3.7274012776945664,14.0,0.0,1.0,True,False,0.0
16,gp_m52_pi,4,4,Q054,exploitation,0.07180600685117873,0.040496586288769426,10.571395141376332,1.2692113750254852,2.0,0.0,0.0,False,False,100890.0
16,gp_m52_pi,4,5,Q086,exploitation,0.05021243601482352,0.10356204458493246,4.32453657961352,4.9324673350892425,19.0,0.0,1.0,True,False,200.0
16,gp_m52_pi,5,1,Q069,exploitation,0.11228356735929407,0.0532165434500661,11.240777472969802,0.977216656482991,2.0,0.0,0.0,False,False,90845.0
