split_seed,method,method_label,round,n_initial_train,n_acquired,n_train_total,n_pool_remaining,n_test,catastrophic_threshold,n_catastrophic_errors,catastrophic_error_rate,mean_abs_log_error,median_abs_log_error,max_abs_log_error,rmse_log_error,signed_log_error_mean,gate_fallback_count
4,random,Random,0,15,0,15,40,40,1.0,29,0.725,7.782680863353704,10.694892820308013,12.241738972406983,9.229594319442446,-7.782680863353704,0
4,random,Random,1,15,5,20,35,40,1.0,29,0.725,7.092165775923386,10.608009087996503,12.241738972406983,8.74989892868231,-7.092165775923386,0
4,random,Random,2,15,10,25,30,40,1.0,28,0.7,5.3445118805678105,2.9840160350401184,12.051008215026558,7.127663304978679,-4.5502718494521925,0
4,random,Random,3,15,15,30,25,40,1.0,26,0.65,4.18621662556311,1.714338586775999,12.051008215026558,6.225583791467236,-3.3094288690631695,0
4,random,Random,4,15,20,35,20,40,1.0,20,0.5,1.7334227174260106,0.9997694873140066,10.380994213509263,3.021747528623524,-0.7377393551291596,0
4,random,Random,5,15,25,40,15,40,1.0,16,0.4,1.4977728435896023,0.7038181801712122,10.380994213509263,2.849043215788173,-0.436773989081139,0
4,random,Random,6,15,30,45,10,40,1.0,12,0.3,1.337012690688598,0.33669093160576224,10.380994213509263,2.7994562160099687,-0.2726832768740829,0
4,random,Random,7,15,35,50,5,40,1.0,11,0.275,1.326739065488272,0.494790501687417,10.380994213509263,2.789477154237843,-0.23955782970626527,0
4,random,Random,8,15,40,55,0,40,1.0,11,0.275,1.110394177395197,0.2729539918616881,10.647422899928179,2.611953500583935,-0.7864304955475736,0
4,gp_m52_pi,GP M52 + PI,0,15,0,15,40,40,1.0,29,0.725,7.782680863353704,10.694892820308013,12.241738972406983,9.229594319442446,-7.782680863353704,0
4,gp_m52_pi,GP M52 + PI,1,15,5,20,35,40,1.0,29,0.725,5.640338925789311,4.295584399599576,12.051008215026558,7.452866535485804,-5.209099365688598,0
4,gp_m52_pi,GP M52 + PI,2,15,10,25,30,40,1.0,25,0.625,4.608491427390371,1.9016365207838248,12.051008215026558,6.670495920692973,-3.596437694150539,0
4,gp_m52_pi,GP M52 + PI,3,15,15,30,25,40,1.0,19,0.475,2.646453061711239,0.9180959437948104,11.521796005138416,4.555083247917948,-1.517793288234851,0
4,gp_m52_pi,GP M52 + PI,4,15,20,35,20,40,1.0,20,0.5,2.4005541411837177,1.012828759393229,11.452049561585225,4.33448883543373,-1.71352326967341,0
4,gp_m52_pi,GP M52 + PI,5,15,25,40,15,40,1.0,12,0.3,1.929186295733972,0.5671873228089561,11.229394763640924,3.921592014659832,-1.2613850986616797,0
