split_seed,method,method_label,round,n_initial_train,n_acquired,n_train_total,n_pool_remaining,n_test,catastrophic_threshold,n_catastrophic_errors,catastrophic_error_rate,mean_abs_log_error,median_abs_log_error,max_abs_log_error,rmse_log_error,signed_log_error_mean,gate_fallback_count
18,random,Random,0,15,0,15,40,40,1.0,18,0.45,3.0286959149897106,0.62611370691247,11.764718667509335,5.2567994381044425,-0.9588450222396403,0
18,random,Random,1,15,5,20,35,40,1.0,18,0.45,2.7445832089732507,0.6548694009742952,11.764718667509335,4.891167069432887,-0.693724898699329,0
18,random,Random,2,15,10,25,30,40,1.0,16,0.4,2.0019597990271576,0.6714837861789276,10.660501153424487,3.7409009812935756,-1.300768348243736,0
18,random,Random,3,15,15,30,25,40,1.0,14,0.35,1.1251841723294569,0.6023113697130205,10.380994213509263,2.3280876114359317,-0.8025965194363467,0
18,random,Random,4,15,20,35,20,40,1.0,15,0.375,1.659083915085765,0.3654180048163349,10.907331181418146,3.3346041087676634,-1.4446939936977548,0
18,random,Random,5,15,25,40,15,40,1.0,13,0.325,1.3507044486270692,0.33449183242595915,10.380994213509263,2.812849505152786,-1.1261452578454307,0
18,random,Random,6,15,30,45,10,40,1.0,10,0.25,1.3155688687168916,0.2544928562330666,10.380994213509263,2.8231391622560604,-0.954108599732514,0
18,random,Random,7,15,35,50,5,40,1.0,8,0.2,1.0818985271292338,0.15287832221566156,10.380994213509263,2.5882809478144506,-0.6579928493156243,0
18,random,Random,8,15,40,55,0,40,1.0,8,0.2,1.326196288421402,0.34905933984029325,10.856476588192956,3.0695946109258343,-0.9322947856757441,0
18,gp_m52_pi,GP M52 + PI,0,15,0,15,40,40,1.0,18,0.45,3.0286959149897106,0.62611370691247,11.764718667509335,5.2567994381044425,-0.9588450222396403,0
18,gp_m52_pi,GP M52 + PI,1,15,5,20,35,40,1.0,17,0.425,2.675128845105649,0.6570130821293958,11.764718667509335,4.8663372236357,-0.5788384071656985,0
18,gp_m52_pi,GP M52 + PI,2,15,10,25,30,40,1.0,17,0.425,1.6523296137769194,0.7926036072206122,11.229394763640924,3.2064446422739565,-1.3657012164931213,0
