method,policy,family,run,iteration,configured_batch_size,configured_budget,configured_exploration,n_experiments,batch_size_added,best_q,best_pool_idx,simple_regret,normalized_regret,best_rank_percentile,hit_top1pct,hit_top0_1pct,success_fraction_selected,mean_q_selected,last_batch_best_q,mean_pairwise_batch_distance,fit_seconds,acq_seconds,cum_seconds,status,pool_oracle_best_q,full_grid_best_q,surrogate_rmse_raw,surrogate_mae_raw,surrogate_spearman_raw,surrogate_crps,surrogate_nll,surrogate_coverage95,surrogate_mean_sd,n_acq_candidates,n_trustworthy_candidates,n_suspicious_candidates,selected_trustworthy,selected_suspicious,requested_trustworthy,requested_suspicious,gate_fallback,fallback_slots,selected_suspicious_fraction
Random,random,Random Baseline,0,10,5,150,0,53,5,49500.0,1461208,197607.0,0.7996819191686193,99.29429952146899,1.0,0.0,0.05660377358490566,1424.2075471698113,0.0,0.8401272114503875,0.06441025000094669,0.01152212500164751,0.3719087489917001,ok,247107.0,247107.0,9705.414645241432,2213.4458072020443,0.04314769237075734,1.351165080046482,34.122406053298214,0.8512,1.330473899645659,15000,3307.0,11693.0,1,4,,,False,,0.8
Random,random,Random Baseline,0,11,5,150,0,58,5,49500.0,1461208,197607.0,0.7996819191686193,99.29429952146899,1.0,0.0,0.06896551724137931,1471.2586206896551,9850.0,1.0240347762124629,0.08246033400064334,0.014581082999939099,0.46895016599228256,ok,247107.0,247107.0,8342.166440871979,1622.2227927876868,0.034955811544341464,1.011885298101041,7.661156164961099,0.8854,1.1220765973880338,15000,3317.0,11683.0,2,3,,,False,,0.6
Random,random,Random Baseline,0,12,5,150,0,63,5,49500.0,1461208,197607.0,0.7996819191686193,99.29429952146899,1.0,0.0,0.06349206349206349,1354.4920634920634,0.0,0.719088989638984,0.07696729199960828,0.014300624996394617,0.5602180829882855,ok,247107.0,247107.0,8316.914941509098,1467.46805330309,0.3182941807790577,0.8494850245283424,3.073051317583268,0.8866,1.1710003985065682,15000,3374.0,11626.0,1,4,,,False,,0.8
Random,random,Random Baseline,0,13,5,150,0,68,5,49500.0,1461208,197607.0,0.7996819191686193,99.29429952146899,1.0,0.0,0.058823529411764705,1254.8970588235295,0.0,0.7956832921652637,0.06280795900238445,0.018540249999205116,0.641566291989875,ok,247107.0,247107.0,8388.88199433529,1657.2599539259675,-0.0005414073429385866,1.0126441436260114,12.607255018883658,0.8752,0.9187280399105126,15000,3347.0,11653.0,1,4,,,False,,0.8
Random,random,Random Baseline,0,14,5,150,0,73,5,49500.0,1461208,197607.0,0.7996819191686193,99.29429952146899,1.0,0.0,0.0547945205479452,1168.945205479452,0.0,0.9399511534433209,0.06739858299988555,0.017364666000503348,0.7263295409902639,ok,247107.0,247107.0,8456.09161203239,1517.5493584873977,0.31189755386614637,0.8263301714629225,3.561745832895201,0.879,1.0191458067781234,15000,3427.0,11573.0,1,4,,,False,,0.8
Random,random,Random Baseline,0,15,5,150,0,78,5,49500.0,1461208,197607.0,0.7996819191686193,99.29429952146899,1.0,0.0,0.08974358974358974,1809.7948717948718,43700.0,0.9202323311773922,0.0551924589999544,0.014891458999045426,0.7964134589892637,ok,247107.0,247107.0,8723.111248129453,1556.8297808015068,0.311165180203528,0.8138139691398182,3.7367904631780795,0.8766,0.9364559063676016,15000,3367.0,11633.0,3,2,,,False,,0.4
Random,random,Random Baseline,0,16,5,150,0,83,5,49500.0,1461208,197607.0,0.7996819191686193,99.29429952146899,1.0,0.0,0.10843373493975904,2263.5180722891564,39071.0,0.7807405541136795,0.09434245800002827,0.021512541999982204,0.9122684589892742,ok,247107.0,247107.0,8400.71042846922,1490.336581241971,0.34492149762208446,0.8504476051431807,2.4152766489961652,0.8948,1.3471119121452582,15000,3362.0,11638.0,4,1,,,False,,0.2
Random,random,Random Baseline,0,17,5,150,0,88,5,49500.0,1461208,197607.0,0.7996819191686193,99.29429952146899,1.0,0.0,0.10227272727272728,2134.909090909091,0.0,1.0156958056286796,0.07860812499711756,0.017220290999830468,1.0080968749862222,ok,247107.0,247107.0,8214.11675346146,1443.6836162382479,0.33333365980452334,0.8716700319754931,2.6983785186967206,0.8896,1.2946266555449761,15000,3345.0,11655.0,0,5,,,False,,1.0
Random,random,Random Baseline,0,18,5,150,0,93,5,49500.0,1461208,197607.0,0.7996819191686193,99.29429952146899,1.0,0.0,0.0967741935483871,2020.1290322580646,0.0,1.0043128092812126,0.09345091599971056,0.01830612500270945,1.1198539159886423,ok,247107.0,247107.0,8240.88805112147,1451.8165397926625,0.3384897854825093,0.8414305258310973,2.647080479011359,0.8918,1.2788739294329852,15000,3275.0,11725.0,0,5,,,False,,1.0
Random,random,Random Baseline,0,19,5,150,0,98,5,49500.0,1461208,197607.0,0.7996819191686193,99.29429952146899,1.0,0.0,0.10204081632653061,2158.877551020408,23698.0,1.0078962638735194,0.07521462500153575,0.020438290997844888,1.215506831988023,ok,247107.0,247107.0,8244.474344504131,1452.9805290394463,0.3368579392587508,0.8312435486520815,2.714981477788752,0.8882,1.2071067726927438,15000,3342.0,11658.0,2,3,,,False,,0.6
Random,random,Random Baseline,0,20,5,150,0,103,5,49500.0,1461208,197607.0,0.7996819191686193,99.29429952146899,1.0,0.0,0.0970873786407767,2054.0776699029125,0.0,0.9915483747516148,0.10751433400218957,0.018951749996631406,1.3419729159868439,ok,247107.0,247107.0,9504.824493558046,1579.5286158041424,0.40558298700873596,0.7576611433571525,2.211582147268991,0.8952,1.2773214235830406,15000,3343.0,11657.0,0,5,,,False,,1.0
Random,random,Random Baseline,0,21,5,150,0,108,5,49500.0,1461208,197607.0,0.7996819191686193,99.29429952146899,1.0,0.0,0.09259259259259259,1958.9814814814815,0.0,0.7620797364716775,0.15681287500046892,0.02156124999964959,1.5203470409869624,ok,247107.0,247107.0,10841.742530413994,1659.1180245114697,0.4024223850026749,0.750668061524819,2.1445349431426015,0.8998,1.2931764054294348,15000,3264.0,11736.0,0,5,,,False,,1.0
Random,random,Random Baseline,0,22,5,150,0,113,5,49500.0,1461208,197607.0,0.7996819191686193,99.29429952146899,1.0,0.0,0.08849557522123894,1872.3008849557523,0.0,0.9653635971868623,0.17096004099948914,0.021711334000428906,1.7130184159868804,ok,247107.0,247107.0,11671.042998440893,1717.9054532555383,0.4028852746942179,0.7405000371526905,2.1608248092434956,0.8966,1.2301821735120222,15000,3316.0,11684.0,0,5,,,False,,1.0
Random,random,Random Baseline,0,23,5,150,0,118,5,49500.0,1461208,197607.0,0.7996819191686193,99.29429952146899,1.0,0.0,0.0847457627118644,1792.9661016949153,0.0,1.0597270470086304,0.1291592089983169,0.02338370800134726,1.8655613329865446,ok,247107.0,247107.0,13567.60117346812,1796.4015490401905,0.4053568014866637,0.7163029364495614,2.1228956547057916,0.895,1.1815474401420536,15000,3355.0,11645.0,2,3,,,False,,0.6
Random,random,Random Baseline,0,24,5,150,0,123,5,49500.0,1461208,197607.0,0.7996819191686193,99.29429952146899,1.0,0.0,0.08130081300813008,1720.081300813008,0.0,0.941942493062465,0.0899014589995204,0.024552625000069384,1.9800154169861344,ok,247107.0,247107.0,9330.284131043758,1546.6284645234218,0.40018532593883205,0.7255257655434436,2.1844390876538946,0.8944,1.1502914929677166,15000,3337.0,11663.0,0,5,,,False,,1.0
Random,random,Random Baseline,0,25,5,150,0,128,5,49500.0,1461208,197607.0,0.7996819191686193,99.29429952146899,1.0,0.0,0.078125,1652.890625,0.0,0.7984234427513315,0.14963983399866265,0.02398887500021374,2.1536441259850108,ok,247107.0,247107.0,16160.101275717374,2191.5732515818495,0.38205910723485104,0.8274972244964592,2.7444792504221724,0.891,1.306945294975523,15000,3401.0,11599.0,1,4,,,False,,0.8
Random,random,Random Baseline,0,26,5,150,0,133,5,49500.0,1461208,197607.0,0.7996819191686193,99.29429952146899,1.0,0.0,0.07518796992481203,1590.751879699248,0.0,0.855923949289153,0.17342620799900033,0.028862957999081118,2.355933291983092,ok,247107.0,247107.0,23447.210391743203,2117.3844052807667,0.4151580795060724,0.6859369594180122,1.976461742342365,0.9086,1.2761527075787198,15000,3326.0,11674.0,0,5,,,False,,1.0
Random,random,Random Baseline,0,27,5,150,0,138,5,49500.0,1461208,197607.0,0.7996819191686193,99.29429952146899,1.0,0.0,0.07246376811594203,1533.1159420289855,0.0,0.8465014072527344,0.204614333997597,0.029312500002561137,2.5898601259832503,ok,247107.0,247107.0,8105.215746722653,1457.5889158323764,0.3895442884958164,0.7475935266944153,2.2266626659080853,0.9076,1.2599880954685938,15000,3327.0,11673.0,0,5,,,False,,1.0
Random,random,Random Baseline,0,28,5,150,0,143,5,49500.0,1461208,197607.0,0.7996819191686193,99.29429952146899,1.0,0.0,0.06993006993006994,1479.5104895104896,0.0,0.9788163071136731,0.27135987500150804,0.03144520800196915,2.8926652089867275,ok,247107.0,247107.0,21577.137815239195,2050.0250572011705,0.4157698116849663,0.6757751381230399,1.9349349883980724,0.911,1.2756797039989458,15000,3348.0,11652.0,0,5,,,False,,1.0
Random,random,Random Baseline,0,29,5,150,0,148,5,49500.0,1461208,197607.0,0.7996819191686193,99.29429952146899,1.0,0.0,0.06756756756756757,1429.527027027027,0.0,1.0219432081633844,0.3055153329987661,0.03263137499743607,3.2308119169829297,ok,247107.0,247107.0,22440.908109322183,2076.7890416334144,0.4158061040240727,0.6699822217481125,1.9430531421611463,0.9092,1.2369214192748332,15000,3371.0,11629.0,0,5,,,False,,1.0
Random,random,Random Baseline,0,30,5,150,0,150,2,49500.0,1461208,197607.0,0.7996819191686193,99.29429952146899,1.0,0.0,0.06666666666666667,1410.4666666666667,0.0,0.8448432377222602,0.3290686670006835,0.03508325000075274,3.594963833984366,ok,247107.0,247107.0,22027.311322948168,2043.8467146728544,0.4161296338928148,0.664217911430601,1.9490805973443974,0.9058,1.2070392337518867,15000,3302.0,11698.0,0,2,,,False,,1.0
Random,random,Random Baseline,1,0,5,150,0,3,3,0.0,6047398,247107.0,1.0,93.70319341923158,0.0,0.0,0.0,0.0,0.0,1.0430113993225636,0.0,0.0,0.0,initial,247107.0,247107.0,,,,,,,,0,,,1,2,,,False,,0.6666666666666666
Random,random,Random Baseline,1,1,5,150,0,8,5,13382.0,1376370,233725.0,0.9458453220669588,97.04514149084798,0.0,0.0,0.125,1672.75,13382.0,0.9868969431868206,7.508300041081384e-05,0.0021800840004289057,0.0022551670008397195,constant_target_fallback,247107.0,247107.0,7917.9183090633105,1413.8866,0.0,0.7939908874887035,3.8456615956198963,0.935,1.0,15000,3400.0,11600.0,3,2,,,False,,0.4
Random,random,Random Baseline,1,2,5,150,0,13,5,26848.0,1038499,220259.0,0.8913507104209917,98.2985400182129,0.0,0.0,0.15384615384615385,3094.6153846153848,26848.0,1.0533113440530104,0.00883804199838778,0.004009874999610474,0.015103083998837974,ok,247107.0,247107.0,7919.063056125834,2169.319412376393,0.30554901063563283,1.8093861963310367,25.61548400255151,0.6584,0.5521197988023636,15000,3243.0,11757.0,1,4,,,False,,0.8
Random,random,Random Baseline,1,3,5,150,0,18,5,26848.0,1038499,220259.0,0.8913507104209917,98.2985400182129,0.0,0.0,0.1111111111111111,2235.0,0.0,0.9753507164245964,0.015715500001533655,0.005033707999245962,0.03585229199961759,ok,247107.0,247107.0,8750.48850377269,2580.9498632084674,0.2888459147819767,1.4482524308168114,61.85011086037196,0.7922,0.5119345826151104,15000,3393.0,11607.0,0,5,,,False,,1.0
Random,random,Random Baseline,1,4,5,150,0,23,5,26848.0,1038499,220259.0,0.8913507104209917,98.2985400182129,0.0,0.0,0.08695652173913043,1749.1304347826087,0.0,0.7690598637768894,0.019687207997776568,0.009117667003010865,0.06465716700040502,ok,247107.0,247107.0,8728.667730570647,2579.30339218662,0.2762737062836835,1.4322346886040616,94.87999037736569,0.7906,0.3886514516603947,15000,3337.0,11663.0,2,3,,,False,,0.6
Random,random,Random Baseline,1,5,5,150,0,28,5,26848.0,1038499,220259.0,0.8913507104209917,98.2985400182129,0.0,0.0,0.07142857142857142,1436.7857142857142,0.0,1.1007542336271512,0.017244250000658212,0.008242708001489518,0.09014412500255276,ok,247107.0,247107.0,7857.9776846643945,1739.2076409962797,0.38336227280900964,0.8779811038131997,8.442215857264085,0.8064,0.4751617784575994,15000,3385.0,11615.0,1,4,,,False,,0.8
Random,random,Random Baseline,1,6,5,150,0,33,5,26848.0,1038499,220259.0,0.8913507104209917,98.2985400182129,0.0,0.0,0.12121212121212122,1594.030303030303,7117.0,0.899048040825206,0.026499999999941792,0.00966208300087601,0.12630620800337056,ok,247107.0,247107.0,7827.508928905341,1733.098004954419,0.3850201554088814,0.8601875869222576,10.226264608932423,0.8018,0.41657925103694615,15000,3315.0,11685.0,3,2,,,False,,0.4
Random,random,Random Baseline,1,7,5,150,0,38,5,26848.0,1038499,220259.0,0.8913507104209917,98.2985400182129,0.0,0.0,0.10526315789473684,1384.2894736842106,0.0,1.0044050269411706,0.03158925000025192,0.009057041002961341,0.16695249900658382,ok,247107.0,247107.0,7226.553024100021,1273.400606492189,0.382872804567405,0.7891588125087857,2.224134553774259,0.9034,1.3430843635956131,15000,3390.0,11610.0,0,5,,,False,,1.0
Random,random,Random Baseline,1,8,5,150,0,43,5,26848.0,1038499,220259.0,0.8913507104209917,98.2985400182129,0.0,0.0,0.11627906976744186,1835.5813953488373,26327.0,1.1654886163162301,0.03892879199702293,0.010387542002717964,0.2162688330063247,ok,247107.0,247107.0,7616.474661351138,1369.5907459690247,0.27069905185159704,0.7677350000954031,2.453010367882286,0.9198,1.4292950833654567,15000,3353.0,11647.0,2,3,,,False,,0.6
Random,random,Random Baseline,1,9,5,150,0,48,5,26848.0,1038499,220259.0,0.8913507104209917,98.2985400182129,0.0,0.0,0.10416666666666667,1644.375,0.0,0.8418187358113176,0.03442662499946891,0.01122975000180304,0.26192520800759667,ok,247107.0,247107.0,7406.661286218975,1314.8346233127345,0.39425903114942423,0.6933055772753615,2.0329242728519303,0.9342,1.547678125166434,15000,3261.0,11739.0,0,5,,,False,,1.0
Random,random,Random Baseline,1,10,5,150,0,53,5,26848.0,1038499,220259.0,0.8913507104209917,98.2985400182129,0.0,0.0,0.09433962264150944,1489.245283018868,0.0,0.9856743575546265,0.058971166999981506,0.012007249999442138,0.3329036250070203,ok,247107.0,247107.0,7608.7307656805,1354.1567051048212,0.3818504827512112,0.6799546662963786,2.120342297761005,0.9278,1.3977882217122002,15000,3232.0,11768.0,1,4,,,False,,0.8
Random,random,Random Baseline,1,11,5,150,0,58,5,26848.0,1038499,220259.0,0.8913507104209917,98.2985400182129,0.0,0.0,0.08620689655172414,1360.8620689655172,0.0,1.1127555424684341,0.06947770799888531,0.014859957998851314,0.41724129100475693,ok,247107.0,247107.0,7447.323104512071,1326.2539980612985,0.4007261882729689,0.6445814408447182,2.053784599061792,0.9258,1.2587782475102847,15000,3364.0,11636.0,1,4,,,False,,0.8
Random,random,Random Baseline,1,12,5,150,0,63,5,26848.0,1038499,220259.0,0.8913507104209917,98.2985400182129,0.0,0.0,0.07936507936507936,1252.857142857143,0.0,1.0568424609382427,0.04975212499994086,0.015026000000943895,0.4820194160056417,ok,247107.0,247107.0,7740.96945161701,1374.9463278536784,0.3956198048423833,0.6274875412909416,2.0954485535651024,0.9262,1.2306564328538085,15000,3288.0,11712.0,2,3,,,False,,0.6
Random,random,Random Baseline,1,13,5,150,0,68,5,26848.0,1038499,220259.0,0.8913507104209917,98.2985400182129,0.0,0.0,0.08823529411764706,1282.2794117647059,8265.0,0.902480429713802,0.04408937500193133,0.015129249997698935,0.541238041005272,ok,247107.0,247107.0,7752.712189770284,1375.5875912256583,0.3891207299257171,0.6119741184071535,2.1521635060194333,0.923,1.1232403136461997,15000,3324.0,11676.0,1,4,,,False,,0.8
Random,random,Random Baseline,1,14,5,150,0,73,5,26848.0,1038499,220259.0,0.8913507104209917,98.2985400182129,0.0,0.0,0.0958904109589041,1267.2191780821918,5312.0,1.005231145784337,0.08147358299902407,0.014245124999433756,0.6369567490037298,ok,247107.0,247107.0,8057.393615157299,1427.8328036099495,0.39665115879666557,0.5908273703127371,2.2782740486147754,0.9176,1.0332525880152863,15000,3326.0,11674.0,2,3,,,False,,0.6
Random,random,Random Baseline,1,15,5,150,0,78,5,26848.0,1038499,220259.0,0.8913507104209917,98.2985400182129,0.0,0.0,0.08974358974358974,1185.9871794871794,0.0,1.0391934870286006,0.07680241699927137,0.014740000002348097,0.7284991660053493,ok,247107.0,247107.0,7989.575898110917,1395.4528537116346,0.38930361477131326,0.5820250153828043,2.350932352762718,0.918,1.001320937104499,15000,3282.0,11718.0,0,5,,,False,,1.0
Random,random,Random Baseline,1,16,5,150,0,83,5,26848.0,1038499,220259.0,0.8913507104209917,98.2985400182129,0.0,0.0,0.08433734939759036,1114.5421686746988,0.0,0.9806270877324483,0.10868045799725223,0.015559416999167297,0.8527390410017688,ok,247107.0,247107.0,8018.225229363504,1399.0641097332616,0.3840771227079995,0.5765387199174331,2.465357247826158,0.914,0.9334223254333182,15000,3400.0,11600.0,1,4,,,False,,0.8
Random,random,Random Baseline,1,17,5,150,0,88,5,26848.0,1038499,220259.0,0.8913507104209917,98.2985400182129,0.0,0.0,0.07954545454545454,1051.215909090909,0.0,0.8394444554223688,0.08797062499797903,0.019775458000367507,0.9604851240001153,ok,247107.0,247107.0,8005.806454537458,1394.6635054034628,0.3603909323192212,0.582438402208548,3.051098193556974,0.9098,0.8678537474365028,15000,3292.0,11708.0,1,4,,,False,,0.8
Random,random,Random Baseline,1,18,5,150,0,93,5,51004.0,1140401,196103.0,0.7935954869752779,99.34707626665828,1.0,0.0,0.08602150537634409,1543.1290322580646,51004.0,0.8824050448493372,0.13659425000150804,0.017162167001515627,1.114241541003139,ok,247107.0,247107.0,8012.489209311798,1395.3041062474906,0.36063067566926343,0.575601620105212,3.1969922196289677,0.9066,0.812369548675552,15000,3324.0,11676.0,1,4,,,False,,0.8
Random,random,Random Baseline,1,19,5,150,0,98,5,51004.0,1140401,196103.0,0.7935954869752779,99.34707626665828,1.0,0.0,0.09183673469387756,1503.0510204081634,3788.0,0.8953218345361161,0.059380291000707075,0.016437750000477536,1.1900595820043236,ok,247107.0,247107.0,9482.210671887002,1499.0005102471475,0.39464870206077274,0.5193885217367306,2.4592385254875846,0.9132,0.8847307683088209,15000,3242.0,11758.0,1,4,,,False,,0.8
Random,random,Random Baseline,1,20,5,150,0,103,5,51004.0,1140401,196103.0,0.7935954869752779,99.34707626665828,1.0,0.0,0.08737864077669903,1430.0873786407767,0.0,1.086094664321685,0.0923219579999568,0.01773720900018816,1.3001187490044686,ok,247107.0,247107.0,8331.9963296404,1302.0002166144427,0.4086566717340653,0.5371545359142321,2.0363864603660824,0.9216,0.9909653756914788,15000,3411.0,11589.0,1,4,,,False,,0.8
Random,random,Random Baseline,1,21,5,150,0,108,5,51004.0,1140401,196103.0,0.7935954869752779,99.34707626665828,1.0,0.0,0.08333333333333333,1363.8796296296296,0.0,1.0427566901618495,0.1623122089986282,0.01938637499915785,1.4818173330022546,ok,247107.0,247107.0,8214.349516370348,1290.9923862565104,0.40953615607357136,0.5377653316749251,2.1460174002344115,0.912,0.9371411208460504,15000,3308.0,11692.0,1,4,,,False,,0.8
Random,random,Random Baseline,1,22,5,150,0,113,5,51004.0,1140401,196103.0,0.7935954869752779,99.34707626665828,1.0,0.0,0.07964601769911504,1303.5309734513273,0.0,0.9570784469378897,0.1520869589985523,0.019147332997818012,1.653051624998625,ok,247107.0,247107.0,8210.380703585819,1291.224337728939,0.40922041686541155,0.5305606109401626,2.189971324390149,0.909,0.8883087469295909,15000,3311.0,11689.0,1,4,,,False,,0.8
Random,random,Random Baseline,1,23,5,150,0,118,5,51004.0,1140401,196103.0,0.7935954869752779,99.34707626665828,1.0,0.0,0.07627118644067797,1248.2966101694915,0.0,0.7461447193320513,0.1640637919990695,0.020222250001097564,1.837337666998792,ok,247107.0,247107.0,8185.226378456396,1289.7501728403297,0.40818042998977,0.5258415023285034,2.2600066178077687,0.9058,0.8426440227465555,15000,3378.0,11622.0,1,4,,,False,,0.8
Random,random,Random Baseline,1,24,5,150,0,123,5,51004.0,1140401,196103.0,0.7935954869752779,99.34707626665828,1.0,0.0,0.07317073170731707,1197.5528455284552,0.0,0.7952956743726591,0.19436695799959125,0.0202829580011894,2.0519875829995726,ok,247107.0,247107.0,8138.358359977357,1285.6635130363973,0.4069370735303175,0.5224045320010516,2.3364033223825675,0.901,0.80248554334625,15000,3317.0,11683.0,1,4,,,False,,0.8
Random,random,Random Baseline,1,25,5,150,0,128,5,51004.0,1140401,196103.0,0.7935954869752779,99.34707626665828,1.0,0.0,0.0703125,1150.7734375,0.0,0.7565145392615557,0.21517308399779722,0.02091225000185659,2.2880729169992264,ok,247107.0,247107.0,8229.881904879394,1295.5844321958962,0.40972933743078005,0.517613053224289,2.3871598909805725,0.8988,0.7733361157810285,15000,3326.0,11674.0,2,3,,,False,,0.6
Random,random,Random Baseline,1,26,5,150,0,133,5,51004.0,1140401,196103.0,0.7935954869752779,99.34707626665828,1.0,0.0,0.06766917293233082,1107.5112781954888,0.0,0.8794703157625856,0.2232262500001525,0.025596708001103252,2.536895875000482,ok,247107.0,247107.0,8217.074616619242,1295.7061511381119,0.4099068652012395,0.5140812872736776,2.4603753478886885,0.8956,0.7381170523043722,15000,3259.0,11741.0,0,5,,,False,,1.0
Random,random,Random Baseline,1,27,5,150,0,138,5,51004.0,1140401,196103.0,0.7935954869752779,99.34707626665828,1.0,0.0,0.06521739130434782,1067.3840579710145,0.0,0.9669590437821395,0.18365045800237567,0.02439020900055766,2.7449365420034155,ok,247107.0,247107.0,8268.974283215692,1300.7533293076194,0.4098362212511315,0.5084345502235627,2.5632731914222386,0.894,0.7048477149652024,15000,3339.0,11661.0,0,5,,,False,,1.0
Random,random,Random Baseline,1,28,5,150,0,143,5,51004.0,1140401,196103.0,0.7935954869752779,99.34707626665828,1.0,0.0,0.06993006993006994,1091.3776223776224,8768.0,0.7922592559075613,0.24731412500113947,0.026426374999573454,3.0186770420041285,ok,247107.0,247107.0,8289.843940203813,1303.4652445918398,0.41031160311808784,0.5054705812054628,2.6484892376121882,0.891,0.6756976378185693,15000,3339.0,11661.0,1,4,,,False,,0.8
Random,random,Random Baseline,1,29,5,150,0,148,5,51004.0,1140401,196103.0,0.7935954869752779,99.34707626665828,1.0,0.0,0.06756756756756757,1054.5067567567567,0.0,0.9944180272675526,0.33775758299816516,0.026571833001071354,3.383006458003365,ok,247107.0,247107.0,9798.655119762092,1402.0912662005774,0.39919892457923745,0.5069617658682899,2.5986960932125016,0.9108,0.7842666759279259,15000,3357.0,11643.0,0,5,,,False,,1.0
