method,family,n_runs,final_best_q_mean,final_best_q_std,final_simple_regret_mean,final_normalized_regret_mean,final_best_rank_percentile_mean,hit_top1pct_rate,hit_top0_1pct_rate,success_fraction_mean,first_final_best_iteration_mean,first_final_best_n_experiments_mean,experiments_to_90pct_oracle_mean,iteration_to_90pct_oracle_mean,auc_normalized_best_mean,total_fit_seconds_mean,total_acq_seconds_mean,total_seconds_mean,last_surrogate_rmse_raw_mean,last_surrogate_mae_raw_mean,last_surrogate_spearman_raw_mean,last_surrogate_crps_mean,last_surrogate_nll_mean,last_surrogate_coverage95_mean
Random,Random Baseline,5,55898.8,16365.890846513672,191208.2,0.7737870639034912,99.33762890146352,0.8,0.0,0.07333333333333333,13.4,70.0,,,0.14344379830060125,3.2139635267951236,0.4761816078033007,3.690145134598424,15243.261019244965,1891.3216070085218,0.4139234518406787,0.6071247919790338,2.4522844733471256,0.8994
