method,family,n_runs,final_best_q_mean,final_best_q_std,final_simple_regret_mean,final_normalized_regret_mean,final_best_rank_percentile_mean,hit_top1pct_rate,hit_top0_1pct_rate,success_fraction_mean,first_final_best_iteration_mean,first_final_best_n_experiments_mean,experiments_to_90pct_oracle_mean,iteration_to_90pct_oracle_mean,auc_normalized_best_mean,total_fit_seconds_mean,total_acq_seconds_mean,total_seconds_mean,last_surrogate_rmse_raw_mean,last_surrogate_mae_raw_mean,last_surrogate_spearman_raw_mean,last_surrogate_crps_mean,last_surrogate_nll_mean,last_surrogate_coverage95_mean
GP_Matern52_PI,Acquisition Ablation,5,164792.8,30562.30907834027,82314.2,0.3331115670539483,99.9937618542798,1.0,1.0,0.6799999999999999,23.8,122.0,,,0.4433948856163525,3.877745125004003,0.7056758920043649,4.583421017008368,25941.11709393521,1763.9151467330746,0.3991948090685066,1.525527511839146,2.673561430761113,0.9663999999999999
