method,policy,family,run,iteration,configured_batch_size,configured_budget,configured_exploration,n_experiments,batch_size_added,best_q,best_pool_idx,simple_regret,normalized_regret,best_rank_percentile,hit_top1pct,hit_top0_1pct,success_fraction_selected,mean_q_selected,last_batch_best_q,mean_pairwise_batch_distance,fit_seconds,acq_seconds,cum_seconds,status,pool_oracle_best_q,full_grid_best_q,surrogate_rmse_raw,surrogate_mae_raw,surrogate_spearman_raw,surrogate_crps,surrogate_nll,surrogate_coverage95,surrogate_mean_sd,n_acq_candidates,n_trustworthy_candidates,n_suspicious_candidates,selected_trustworthy,selected_suspicious,requested_trustworthy,requested_suspicious,gate_fallback,fallback_slots,selected_suspicious_fraction
GP_Matern52_EI,gp_m52_ei,Acquisition Ablation,0,0,5,150,0,3,3,0.0,2370341,247107.0,1.0,93.70319341923158,0.0,0.0,0.0,0.0,0.0,1.0123451313576954,0.0,0.0,0.0,initial,247107.0,247107.0,,,,,,,,0,,,0,3,,,False,,1.0
GP_Matern52_EI,gp_m52_ei,Acquisition Ablation,0,1,5,150,0,8,5,45710.0,1041565,201397.0,0.8150194045494462,99.1430826732962,1.0,0.0,0.125,5713.75,45710.0,1.0244301206542628,8.129200068651699e-05,0.016955584000243107,0.017036876000929624,constant_target_fallback,247107.0,247107.0,8794.15225607335,1574.217,0.0,0.8138185086950146,3.9690805000534337,0.9332,1.0,15000,3347.0,11653.0,2,3,,,False,,0.6
GP_Matern52_EI,gp_m52_ei,Acquisition Ablation,0,2,5,150,0,13,5,45710.0,1041565,201397.0,0.8150194045494462,99.1430826732962,1.0,0.0,0.15384615384615385,3609.923076923077,1219.0,0.578277597016151,0.01667958399775671,0.018072332997689955,0.05178879299637629,ok,247107.0,247107.0,10510.737809834724,3285.5524311535796,0.3481575328432913,1.819807348767927,4.898176703900038,0.8036,1.6373739811896089,15000,3369.0,11631.0,4,1,,,False,,0.2
GP_Matern52_EI,gp_m52_ei,Acquisition Ablation,0,3,5,150,0,18,5,74674.0,861723,172433.0,0.6978070228686358,99.74106614270177,1.0,0.0,0.2777777777777778,10098.333333333334,74674.0,0.4231665233147329,0.01790574999904493,0.013967791997856693,0.08366233499327791,ok,247107.0,247107.0,9070.302208155956,1923.519024033615,0.06955045945994197,1.4713583616560837,4.1556063428502075,0.8828,2.6144825336425965,15000,3373.0,11627.0,4,1,,,False,,0.2
GP_Matern52_EI,gp_m52_ei,Acquisition Ablation,0,4,5,150,0,23,5,74674.0,861723,172433.0,0.6978070228686358,99.74106614270177,1.0,0.0,0.2608695652173913,9993.08695652174,48071.0,0.3517600099706998,0.016118874998937827,0.015616874999977881,0.11539808499219362,ok,247107.0,247107.0,8744.089887504271,1621.0048713002693,0.04804888708028657,1.5967868769204006,2.5704012809183636,0.9416,3.337340181200867,15000,3337.0,11663.0,1,4,,,False,,0.8
GP_Matern52_EI,gp_m52_ei,Acquisition Ablation,0,5,5,150,0,28,5,146804.0,1129907,100303.0,0.4059091810430299,99.99121480266415,1.0,1.0,0.39285714285714285,24945.428571428572,146804.0,0.33853206884912607,0.028005000000121072,0.01875175000168383,0.16215483499399852,ok,247107.0,247107.0,7652.521146508027,1312.369116004324,0.37719159344679004,1.297180976042138,2.3700947336599523,0.9712,3.260295550176007,15000,3367.0,11633.0,5,0,,,False,,0.0
GP_Matern52_EI,gp_m52_ei,Acquisition Ablation,0,6,5,150,0,33,5,146804.0,1129907,100303.0,0.4059091810430299,99.99121480266415,1.0,1.0,0.48484848484848486,26035.60606060606,44118.0,0.6272639641122847,0.02410045800206717,0.01629454099747818,0.20254983399354387,ok,247107.0,247107.0,7729.256727461677,1367.096920887325,0.3394505063567093,1.5753439518874623,2.5221725429538564,0.9672,3.533640631695026,15000,3360.0,11640.0,5,0,,,False,,0.0
GP_Matern52_EI,gp_m52_ei,Acquisition Ablation,0,7,5,150,0,38,5,146804.0,1129907,100303.0,0.4059091810430299,99.99121480266415,1.0,1.0,0.5,28834.0,102316.0,1.2770864631251992,0.04092733300058171,0.023120041001675418,0.266597207995801,ok,247107.0,247107.0,7442.362862661498,1306.3591667581923,0.33495608613712824,1.6161720750424993,2.603548850967167,0.9516,3.44691826005963,15000,3289.0,11711.0,3,2,,,False,,0.4
GP_Matern52_EI,gp_m52_ei,Acquisition Ablation,0,8,5,150,0,43,5,146804.0,1129907,100303.0,0.4059091810430299,99.99121480266415,1.0,1.0,0.4418604651162791,25481.20930232558,0.0,0.5152866995602786,0.020808666999073466,0.01945233299920801,0.3068582079940825,ok,247107.0,247107.0,7394.667357160635,1281.9318116905,0.35321376486492295,1.501895382717423,2.585880104498463,0.9492,3.4156038298452884,15000,3380.0,11620.0,0,5,,,False,,1.0
GP_Matern52_EI,gp_m52_ei,Acquisition Ablation,0,9,5,150,0,48,5,146804.0,1129907,100303.0,0.4059091810430299,99.99121480266415,1.0,1.0,0.3958333333333333,22826.916666666668,0.0,0.46093559941742895,0.037846834002266405,0.019984167000075104,0.364689208996424,ok,247107.0,247107.0,7417.369294114891,1257.954911792172,0.374669733370516,1.3047774148472677,2.484317428745527,0.9506,3.1551053492160253,15000,3320.0,11680.0,0,5,,,False,,1.0
