method,family,run,iteration,configured_batch_size,configured_budget,configured_exploration,n_experiments,batch_size_added,best_q,best_pool_idx,simple_regret,normalized_regret,best_rank_percentile,hit_top1pct,hit_top0_1pct,success_fraction_selected,mean_q_selected,last_batch_best_q,mean_pairwise_batch_distance,fit_seconds,acq_seconds,cum_seconds,status,pool_oracle_best_q,full_grid_best_q,surrogate_rmse_raw,surrogate_mae_raw,surrogate_spearman_raw,surrogate_crps,surrogate_nll,surrogate_coverage95,surrogate_mean_sd,n_acq_candidates,n_trustworthy_candidates,n_suspicious_candidates,selected_trustworthy,selected_suspicious,requested_trustworthy,requested_suspicious,gate_fallback,fallback_slots,selected_suspicious_fraction
GP_Matern52_PI,Acquisition Ablation,0,0,6,150,2,3,3,0.0,2370341,247107.0,1.0,93.70319341923158,0.0,0.0,0.0,0.0,0.0,1.0123451313576954,0.0,0.0,0.0,initial,247107.0,247107.0,,,,,,,,0,,,0,3,,,False,,1.0
GP_Matern52_PI,Acquisition Ablation,0,1,6,150,2,9,6,45710.0,1041565,201397.0,0.8150194045494462,99.1430826732962,1.0,0.0,0.1111111111111111,5078.888888888889,45710.0,1.0009406047310325,7.929200000944547e-05,0.009055834001628682,0.009135126001638127,constant_target_fallback,247107.0,247107.0,8794.15225607335,1574.217,0.0,0.8138185086950146,3.9690805000534337,0.9332,1.0,15000,3347.0,11653.0,3,3,,,False,,0.5
GP_Matern52_PI,Acquisition Ablation,0,2,6,150,2,15,6,65281.0,871546,181826.0,0.7358188962676088,99.64885435126234,1.0,0.0,0.4666666666666667,17630.2,65281.0,0.388149320821309,0.016479333000461338,0.011899208999238908,0.037513668001338374,ok,247107.0,247107.0,8728.108876900005,1903.331496547087,0.1579930569013381,1.4191156061610297,3.573096794321327,0.8996,2.5460063851237638,15000,3433.0,11567.0,6,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,0,3,6,150,2,21,6,83549.0,700474,163558.0,0.6618914073660398,99.79998924796743,1.0,0.0,0.6190476190476191,22305.380952380954,83549.0,0.5256784841437644,0.01605537499926868,0.015028666999569396,0.06859771000017645,ok,247107.0,247107.0,8816.28793054138,1654.9940834287383,0.4098963835047654,1.108210542021769,2.6061493001082088,0.9264,2.2717869143573832,15000,3264.0,11736.0,6,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,0,4,6,150,2,27,6,147145.0,612823,99962.0,0.4045292120417471,99.9913295347189,1.0,1.0,0.7037037037037037,41477.03703703704,147145.0,0.33909465401167377,0.015378834003058728,0.0130966670003545,0.09707321100358968,ok,247107.0,247107.0,7485.153854156447,1409.7146725393925,0.41493140654747085,1.4622560550697854,2.6053802152188257,0.9644,3.4387261742197834,15000,3330.0,11670.0,6,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,0,5,6,150,2,33,6,147145.0,612823,99962.0,0.4045292120417471,99.9913295347189,1.0,1.0,0.7272727272727273,44303.181818181816,99179.0,0.5955131972289176,0.020876457998383557,0.01361154199912562,0.13156121100109885,ok,247107.0,247107.0,7024.700700227774,1310.7855720037974,0.40700113761990797,1.404241649790264,2.6465295475165935,0.9654,3.452270281756705,15000,3261.0,11739.0,5,1,,,False,,0.16666666666666666
GP_Matern52_PI,Acquisition Ablation,0,6,6,150,2,39,6,147145.0,612823,99962.0,0.4045292120417471,99.9913295347189,1.0,1.0,0.7692307692307693,43445.4358974359,43497.0,0.2359639796318133,0.031920666002406506,0.014772791997529566,0.17825466900103493,ok,247107.0,247107.0,5864.499545333065,1065.6503067566448,0.42051061493315733,1.585747223429887,2.7215682619079664,0.9354,3.486865946130079,15000,3387.0,11613.0,6,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,0,7,6,150,2,45,6,201133.0,690960,45974.0,0.18604895854832118,99.99852487358166,1.0,1.0,0.8,52937.75555555556,201133.0,0.2313708849531445,0.029472958001861116,0.015166541998041794,0.22289416900093784,ok,247107.0,247107.0,5741.692489342008,1080.2198768267888,0.4183668371358357,1.253062795013639,2.827936095022065,0.9108,2.616948480554768,15000,3289.0,11711.0,6,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,0,8,6,150,2,51,6,201133.0,690960,45974.0,0.18604895854832118,99.99852487358166,1.0,1.0,0.7843137254901961,54908.05882352941,198589.0,1.008065102088638,0.025444666996918386,0.016556083002797095,0.2648949190006533,ok,247107.0,247107.0,5540.256013279713,1074.0849718384736,0.4171768813499447,1.606453322394377,2.9770294935579393,0.9114,3.335653685676797,15000,3463.0,11537.0,4,2,,,False,,0.3333333333333333
GP_Matern52_PI,Acquisition Ablation,0,9,6,150,2,57,6,201133.0,690960,45974.0,0.18604895854832118,99.99852487358166,1.0,1.0,0.8070175438596491,53302.05263157895,117676.0,0.6267866740140372,0.041213874999812106,0.016865292000147747,0.32297408600061317,ok,247107.0,247107.0,5295.218917543509,1001.4317900357946,0.4196177946883919,1.432793889434011,3.0565632442082022,0.9054,3.047008617967862,15000,3310.0,11690.0,6,0,,,False,,0.0
