method,family,n_runs,final_best_q_mean,final_best_q_std,final_simple_regret_mean,final_normalized_regret_mean,final_best_rank_percentile_mean,hit_top1pct_rate,hit_top0_1pct_rate,success_fraction_mean,first_final_best_iteration_mean,first_final_best_n_experiments_mean,experiments_to_90pct_oracle_mean,iteration_to_90pct_oracle_mean,auc_normalized_best_mean,total_fit_seconds_mean,total_acq_seconds_mean,total_seconds_mean,last_surrogate_rmse_raw_mean,last_surrogate_mae_raw_mean,last_surrogate_spearman_raw_mean,last_surrogate_crps_mean,last_surrogate_nll_mean,last_surrogate_coverage95_mean
GP_Matern52_PI,Acquisition Ablation,5,182048.0,36235.46416150896,65059.0,0.26328270749108684,99.99624334472131,1.0,1.0,0.7093333333333334,21.0,128.4,,,0.5535851594653328,2.352215791598428,0.5187245330009318,2.87094032459936,5397.396835357498,965.6686323839047,0.37935891056967297,1.5233728701373044,2.7173769679157322,0.9532399999999999
GP_Matern52_PI_GATE_4T2S,Imperfection-aware,5,188894.4,28863.256257740566,58212.6,0.2355764911556532,99.99735788468183,1.0,1.0,0.596,17.4,107.4,,,0.5080737008664263,2.930116891396756,0.4614404657993873,3.391557357196143,6665.509207763908,1147.2567970435716,0.28257237071940966,1.7610683255397916,2.709719432769981,0.9813600000000001
