method,family,n_runs,final_best_q_mean,final_best_q_std,final_simple_regret_mean,final_normalized_regret_mean,final_best_rank_percentile_mean,hit_top1pct_rate,hit_top0_1pct_rate,success_fraction_mean,first_final_best_iteration_mean,first_final_best_n_experiments_mean,experiments_to_90pct_oracle_mean,iteration_to_90pct_oracle_mean,auc_normalized_best_mean,total_fit_seconds_mean,total_acq_seconds_mean,total_seconds_mean,last_surrogate_rmse_raw_mean,last_surrogate_mae_raw_mean,last_surrogate_spearman_raw_mean,last_surrogate_crps_mean,last_surrogate_nll_mean,last_surrogate_coverage95_mean
GP_Matern52_PI,Acquisition Ablation,5,187319.6,32552.457139208396,59787.4,0.2419494389070322,99.99691534675632,1.0,1.0,0.64,32.6,100.8,,,0.5709065468871082,6.895800258998497,1.1426905082043959,8.038490767202893,5777.819371213671,992.0585073260338,0.3653271924220162,1.3421692811569177,2.6821602473520754,0.94832
GP_Matern52_PI_GATE_2T1S,Imperfection-aware,5,146657.0,57496.72626767545,100450.0,0.40650406504065034,99.90058303552169,1.0,0.8,0.6226666666666667,26.4,82.2,,,0.4534313772857053,8.3480904583972,1.16125033960343,9.50934079800063,6765.554694672144,1178.9204721807773,0.29521150623280806,1.6589677701884167,2.6681835763458155,0.9753999999999999
