method,family,run,iteration,n_experiments,batch_size_added,best_q,best_pool_idx,simple_regret,normalized_regret,best_rank_percentile,hit_top1pct,hit_top0_1pct,success_fraction_selected,mean_q_selected,last_batch_best_q,mean_pairwise_batch_distance,fit_seconds,acq_seconds,cum_seconds,status,pool_oracle_best_q,full_grid_best_q,surrogate_rmse_raw,surrogate_mae_raw,surrogate_spearman_raw,surrogate_crps,surrogate_nll,surrogate_coverage95,surrogate_mean_sd,n_acq_candidates,n_trustworthy_candidates,n_suspicious_candidates,selected_trustworthy,selected_suspicious,requested_trustworthy,requested_suspicious,gate_fallback,fallback_slots,selected_suspicious_fraction
GP_Matern52_PI,Acquisition Ablation,0,10,33,3,63196.0,1633385,183911.0,0.7442565366420215,99.61999104434362,1.0,0.0,0.3333333333333333,10518.848484848484,42709.0,0.45080024152372417,0.04633766600090894,0.01561266600037925,0.27795704099116847,ok,247107.0,247107.0,8495.8576071673,1477.252829965588,0.3363190511696834,1.0724049483937113,2.329900756110495,0.941,2.5379287855924684,15000,3347.0,11653.0,3,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,0,11,36,3,63196.0,1633385,183911.0,0.7442565366420215,99.61999104434362,1.0,0.0,0.3888888888888889,13409.861111111111,50038.0,0.1782865259703411,0.038641292001557304,0.023115624997444684,0.33971395799017046,ok,247107.0,247107.0,8447.81581228664,1465.7406609593945,0.32762017723927883,1.1550098889559173,2.4230218465924254,0.939,2.6915662593235514,15000,3317.0,11683.0,3,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,0,12,39,3,63196.0,1633385,183911.0,0.7442565366420215,99.61999104434362,1.0,0.0,0.4358974358974359,16640.410256410258,59096.0,0.08760784117111196,0.05043275000207359,0.011151041002449347,0.4012977489946934,ok,247107.0,247107.0,8387.743692743972,1450.678852593454,0.32618548317647983,1.189957575527344,2.4793464135418537,0.9346,2.6954616984821302,15000,3316.0,11684.0,3,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,0,13,42,3,63196.0,1633385,183911.0,0.7442565366420215,99.61999104434362,1.0,0.0,0.47619047619047616,19026.690476190477,53261.0,0.2531936093651375,0.03900091700052144,0.014866541998344474,0.4551652079935593,ok,247107.0,247107.0,8366.532290822584,1446.8565348574039,0.32199464530361666,1.2150380986337659,2.5504819581729397,0.932,2.735104847623026,15000,3374.0,11626.0,3,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,0,14,45,3,72767.0,1469083,174340.0,0.7055243275180387,99.72446277534873,1.0,0.0,0.5111111111111111,21992.977777777778,72767.0,0.32625615040746087,0.06254774999979418,0.013744416999543319,0.5314573749928968,ok,247107.0,247107.0,8334.744706127323,1438.5269624278747,0.3201499371556426,1.237850788340062,2.595092966190134,0.9316,2.787370497741864,15000,3318.0,11682.0,3,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,0,15,48,3,72767.0,1469083,174340.0,0.7055243275180387,99.72446277534873,1.0,0.0,0.5416666666666666,23695.75,62012.0,0.3179852851063739,0.04109841700119432,0.013869375001377193,0.5864251669954683,ok,247107.0,247107.0,8264.30326332097,1419.1056122089285,0.32668884052522273,1.2601480817751642,2.627922241069333,0.93,2.8619112581366206,15000,3344.0,11656.0,3,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,0,16,51,3,72767.0,1469083,174340.0,0.7055243275180387,99.72446277534873,1.0,0.0,0.5490196078431373,23722.352941176472,68958.0,1.0070626405081287,0.03774679199705133,0.015912625000055414,0.6400845839925751,ok,247107.0,247107.0,8292.551087850155,1423.4649118203033,0.322904215287141,1.2825681187689302,2.707175847503617,0.9296,2.8359723240687718,15000,3322.0,11678.0,2,1,,,False,,0.3333333333333333
GP_Matern52_PI,Acquisition Ablation,0,17,54,3,72767.0,1469083,174340.0,0.7055243275180387,99.72446277534873,1.0,0.0,0.5185185185185185,22404.444444444445,0.0,0.4080770141691486,0.060669958002108615,0.018942124999739463,0.7196966669944231,ok,247107.0,247107.0,8334.58403972412,1431.9142999299693,0.3485452140173926,1.1585830253754266,2.6527432965301525,0.9288,2.7955888221405445,15000,3388.0,11612.0,0,3,,,False,,1.0
GP_Matern52_PI,Acquisition Ablation,0,18,57,3,72767.0,1469083,174340.0,0.7055243275180387,99.72446277534873,1.0,0.0,0.5263157894736842,23246.859649122805,65727.0,1.154950927031454,0.061493458997574635,0.01550212499932968,0.7966922509913275,ok,247107.0,247107.0,8334.799292672333,1430.0971432057668,0.35934837894995886,1.0848979875476084,2.633349271321319,0.927,2.6587454601066534,15000,3325.0,11675.0,2,1,,,False,,0.3333333333333333
GP_Matern52_PI,Acquisition Ablation,0,19,60,3,72767.0,1469083,174340.0,0.7055243275180387,99.72446277534873,1.0,0.0,0.5333333333333333,23186.55,45019.0,0.8450584996882432,0.09597425000174553,0.018332084000576288,0.9109985849936493,ok,247107.0,247107.0,8342.950518279444,1432.0984524088517,0.3705741299484103,1.0384285008819216,2.65106423070957,0.9252,2.6021513551583846,15000,3438.0,11562.0,2,1,,,False,,0.3333333333333333
GP_Matern52_PI,Acquisition Ablation,0,20,63,3,72767.0,1469083,174340.0,0.7055243275180387,99.72446277534873,1.0,0.0,0.5555555555555556,24532.444444444445,58633.0,0.5512136764188554,0.044630667001911206,0.024479334002535325,0.9801085859980958,ok,247107.0,247107.0,8387.25268946961,1440.829206092323,0.37301942821929457,1.039722686032821,2.6558470980466593,0.925,2.610199539709577,15000,3420.0,11580.0,3,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,0,21,66,3,72767.0,1469083,174340.0,0.7055243275180387,99.72446277534873,1.0,0.0,0.5454545454545454,24232.727272727272,53816.0,1.0747884064089586,0.10862641599669587,0.01984045800054446,1.1085754599953361,ok,247107.0,247107.0,8387.434001914184,1441.7270327249703,0.36787505835696305,1.0522944688594194,2.6936640639022476,0.9248,2.6406739554101297,15000,3247.0,11753.0,1,2,,,False,,0.6666666666666666
GP_Matern52_PI,Acquisition Ablation,0,22,69,3,72767.0,1469083,174340.0,0.7055243275180387,99.72446277534873,1.0,0.0,0.5652173913043478,25712.753623188404,68283.0,0.258111178823925,0.09428341700186138,0.025210042000253452,1.228068918997451,ok,247107.0,247107.0,8385.785451510963,1440.9093605682417,0.3782679759668069,1.0058029406699962,2.676301855087193,0.9236,2.5013410415199373,15000,3345.0,11655.0,3,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,0,23,72,3,75554.0,1555519,171553.0,0.6942458125427446,99.74736001541999,1.0,0.0,0.5694444444444444,26299.194444444445,75554.0,0.6668592729361529,0.11695579099978204,0.02045341700068093,1.365478126997914,ok,247107.0,247107.0,8377.829399761149,1438.4632996335129,0.37815048867987294,1.0078149904871854,2.7085538891332948,0.9228,2.505194041498426,15000,3379.0,11621.0,2,1,,,False,,0.3333333333333333
GP_Matern52_PI,Acquisition Ablation,0,24,75,3,75554.0,1555519,171553.0,0.6942458125427446,99.74736001541999,1.0,0.0,0.5866666666666667,27850.453333333335,68360.0,0.17564270567358442,0.12259729099969263,0.023295875002077082,1.5113712929996836,ok,247107.0,247107.0,8393.06084730071,1439.4000008676744,0.34140340977630396,1.037753012608938,2.844471524989093,0.9214,2.5026312912889703,15000,3361.0,11639.0,3,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,0,25,78,3,75554.0,1555519,171553.0,0.6942458125427446,99.74736001541999,1.0,0.0,0.5769230769230769,26827.141025641027,3733.0,0.9328370220421048,0.1119719169983,0.0303282089989807,1.6536714189969643,ok,247107.0,247107.0,8393.933643641945,1439.6002951085154,0.3424327012694889,1.0450208021219225,2.863049156421492,0.9206,2.5093541557125616,15000,3361.0,11639.0,2,1,,,False,,0.3333333333333333
GP_Matern52_PI,Acquisition Ablation,0,26,81,3,75554.0,1555519,171553.0,0.6942458125427446,99.74736001541999,1.0,0.0,0.5925925925925926,26634.20987654321,39892.0,0.4640531828648542,0.16218704199854983,0.028985416000068653,1.8448438769955828,ok,247107.0,247107.0,8395.384399438304,1440.619180776789,0.3245083138953352,1.195698251211006,2.7084989980035434,0.9316,3.1584699567309324,15000,3347.0,11653.0,3,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,0,27,84,3,75554.0,1555519,171553.0,0.6942458125427446,99.74736001541999,1.0,0.0,0.5714285714285714,25682.988095238095,0.0,0.2126298320939949,0.09025179099990055,0.016358583001419902,1.9514542509969033,ok,247107.0,247107.0,8365.357501155771,1435.368714957678,0.32713485193672426,1.2112611979242516,2.7314423434127755,0.9304,3.2136846462520556,15000,3348.0,11652.0,0,3,,,False,,1.0
GP_Matern52_PI,Acquisition Ablation,0,28,87,3,75554.0,1555519,171553.0,0.6942458125427446,99.74736001541999,1.0,0.0,0.5632183908045977,25389.862068965518,51547.0,0.7428701251222959,0.06325683300019591,0.016944040999078425,2.0316551249961776,ok,247107.0,247107.0,8365.50298382469,1434.222178454543,0.34390779123261983,1.155496257900557,2.707475624522139,0.9292,3.065306508535185,15000,3345.0,11655.0,1,2,,,False,,0.6666666666666666
GP_Matern52_PI,Acquisition Ablation,0,29,90,3,75554.0,1555519,171553.0,0.6942458125427446,99.74736001541999,1.0,0.0,0.5777777777777777,26396.933333333334,65583.0,0.5100562329147328,0.11359804200037615,0.020439208998141112,2.165692375994695,ok,247107.0,247107.0,8368.957109040082,1434.8205220208943,0.3612929067792781,1.1134547696970554,2.6959341274837336,0.9282,2.9474966403035805,15000,3407.0,11593.0,3,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,0,30,93,3,75554.0,1555519,171553.0,0.6942458125427446,99.74736001541999,1.0,0.0,0.5591397849462365,25545.41935483871,0.0,0.6207804031718794,0.20379208300073515,0.026859000001422828,2.396343458996853,ok,247107.0,247107.0,8365.822425775903,1434.921434222888,0.36374848491466044,1.1170894955316897,2.7140825840844074,0.9278,2.9478772422416624,15000,3410.0,11590.0,0,3,,,False,,1.0
GP_Matern52_PI,Acquisition Ablation,0,31,96,3,103187.0,1120076,143920.0,0.5824197614798448,99.91432793568187,1.0,1.0,0.5729166666666666,27256.572916666668,103187.0,0.42551355067478136,0.11454041699835216,0.01895958300156053,2.5298434589967655,ok,247107.0,247107.0,8368.497941536314,1435.7812550741855,0.3746971024602841,1.0820158693624549,2.6960774574215427,0.926,2.7447942883032663,15000,3370.0,11630.0,3,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,0,32,99,3,116600.0,1124108,130507.0,0.5281396318194143,99.96331852306409,1.0,1.0,0.5858585858585859,29175.62626262626,116600.0,0.5407869084964907,0.13741291699989233,0.027068708001024788,2.6943250839976827,ok,247107.0,247107.0,7892.468719308618,1322.702144404386,0.391269229329514,1.0653948951516423,2.6170769979565427,0.9364,2.925040315038994,15000,3365.0,11635.0,3,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,0,33,102,3,118668.0,1036417,128439.0,0.5197707875535699,99.96749804791604,1.0,1.0,0.5980392156862745,31654.147058823528,118668.0,0.18051377404950886,0.149521833001927,0.024777541002549697,2.8686244580021594,ok,247107.0,247107.0,7897.105346088736,1325.9541237333483,0.39093273753083835,1.0723426079906093,2.6545389154574726,0.9312,2.9013796749930005,15000,3337.0,11663.0,3,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,0,34,105,3,118668.0,1036417,128439.0,0.5197707875535699,99.96749804791604,1.0,1.0,0.6095238095238096,33511.22857142857,114938.0,0.4144430044318062,0.12124174999917159,0.027081374999397667,3.0169475830007286,ok,247107.0,247107.0,7798.564212079081,1312.1860480064038,0.3901585561210123,1.0857552295152615,2.6616119717773326,0.9314,2.947257199376374,15000,3335.0,11665.0,3,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,0,35,108,3,118668.0,1036417,128439.0,0.5197707875535699,99.96749804791604,1.0,1.0,0.6203703703703703,34645.666666666664,86624.0,0.2584816555847314,0.1652791669985163,0.035407667000981746,3.2176344170002267,ok,247107.0,247107.0,7608.105092230913,1268.732507061527,0.39089220599117186,1.098311872546423,2.671904860664783,0.931,2.967693857130937,15000,3373.0,11627.0,3,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,0,36,111,3,118668.0,1036417,128439.0,0.5197707875535699,99.96749804791604,1.0,1.0,0.6306306306306306,35685.91891891892,109924.0,0.40994021524691626,0.19021237500055577,0.025562667000485817,3.4334094590012683,ok,247107.0,247107.0,7520.684416885649,1255.273925221477,0.38914704358410446,1.112068649323922,2.7271646906583866,0.9278,2.981930398421253,15000,3470.0,11530.0,3,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,0,37,114,3,118668.0,1036417,128439.0,0.5197707875535699,99.96749804791604,1.0,1.0,0.6403508771929824,37291.38596491228,106660.0,0.28008004298941563,0.12117162499998813,0.031432667001354275,3.5860137510026107,ok,247107.0,247107.0,7344.761312013801,1227.1585914254001,0.39056903790125996,1.121337264666004,2.7472220020891287,0.929,3.0372262551168356,15000,3346.0,11654.0,3,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,0,38,117,3,130750.0,1120833,116357.0,0.47087698851104987,99.98138062654192,1.0,1.0,0.6495726495726496,39362.08547008547,130750.0,0.3437696270689579,0.17970587500167312,0.02439516600134084,3.7901147920056246,ok,247107.0,247107.0,7342.591515708995,1227.0153032285505,0.3902978811189965,1.1253707727841917,2.761704886262706,0.9288,3.0457352645784863,15000,3340.0,11660.0,3,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,0,39,120,3,130750.0,1120833,116357.0,0.47087698851104987,99.98138062654192,1.0,1.0,0.6416666666666667,39109.05,87722.0,0.9466384184292668,0.14774008299718844,0.028501584001787705,3.9663564590046008,ok,247107.0,247107.0,7366.4667201714265,1230.9651780179365,0.3902053926161412,1.131942432597333,2.764586619465812,0.9276,3.0669722619660322,15000,3277.0,11723.0,1,2,,,False,,0.6666666666666666
GP_Matern52_PI,Acquisition Ablation,0,40,123,3,130750.0,1120833,116357.0,0.47087698851104987,99.98138062654192,1.0,1.0,0.6341463414634146,39053.666666666664,110515.0,1.1445722879652755,0.22168012499969336,0.028071250002540182,4.216107834006834,ok,247107.0,247107.0,7366.633479916901,1232.0396092502567,0.39362870716272025,1.100909349637757,2.7450486691157088,0.9272,2.974633234125431,15000,3326.0,11674.0,1,2,,,False,,0.6666666666666666
GP_Matern52_PI,Acquisition Ablation,0,41,126,3,130750.0,1120833,116357.0,0.47087698851104987,99.98138062654192,1.0,1.0,0.6428571428571429,40253.97619047619,111268.0,0.43010034147066317,0.13890449999962584,0.03368666700043832,4.3886990010068985,ok,247107.0,247107.0,7365.280081071631,1231.73774389599,0.3947321841666242,1.0823761024604701,2.7354489907722104,0.9272,2.9268272220061333,15000,3260.0,11740.0,3,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,0,42,129,3,130750.0,1120833,116357.0,0.47087698851104987,99.98138062654192,1.0,1.0,0.6511627906976745,41932.558139534885,119892.0,0.40289739364735383,0.15289916600158904,0.026902958001301158,4.568501125009789,ok,247107.0,247107.0,7370.177831462452,1230.4638405662674,0.39439331241334474,1.0947767339966756,2.7609095040267233,0.9254,2.9246750523598246,15000,3474.0,11526.0,3,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,0,43,132,3,130750.0,1120833,116357.0,0.47087698851104987,99.98138062654192,1.0,1.0,0.6515151515151515,42536.795454545456,111768.0,1.1359933463832128,0.18711933300073724,0.035946124997281004,4.791566583007807,ok,247107.0,247107.0,7358.604207788452,1228.9251804967553,0.39426402439339703,1.0984344978922063,2.7746828659458074,0.9246,2.932809814829206,15000,3358.0,11642.0,2,1,,,False,,0.3333333333333333
GP_Matern52_PI,Acquisition Ablation,0,44,135,3,130750.0,1120833,116357.0,0.47087698851104987,99.98138062654192,1.0,1.0,0.6518518518518519,42918.38518518519,100673.0,1.048191112893745,0.21935945799850742,0.04247987499911687,5.053405916005431,ok,247107.0,247107.0,7352.721993047096,1228.1576232108623,0.3946895433964878,1.094765864306206,2.782913041177999,0.9242,2.909212061055089,15000,3370.0,11630.0,2,1,,,False,,0.3333333333333333
GP_Matern52_PI,Acquisition Ablation,0,45,138,3,130750.0,1120833,116357.0,0.47087698851104987,99.98138062654192,1.0,1.0,0.6594202898550725,43962.05072463768,114704.0,0.5999030626095191,0.31049399999756133,0.030922166999516776,5.394822083002509,ok,247107.0,247107.0,7069.55751376973,1173.1431630005532,0.40102879697811394,1.0531884360320336,2.7446805045446387,0.9312,2.878063997594896,15000,3370.0,11630.0,3,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,0,46,141,3,151226.0,1043958,95881.0,0.3880140991554266,99.99242768438589,1.0,1.0,0.6666666666666666,45158.255319148935,151226.0,0.350372062836043,0.3387187080006697,0.04583745800118777,5.779378249004367,ok,247107.0,247107.0,6707.410287719272,1120.195290250349,0.4021466767055699,1.054889539217239,2.7498889517658043,0.93,2.862459094242704,15000,3314.0,11686.0,3,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,0,47,144,3,159714.0,1043473,87393.0,0.35366460683023954,99.99541071780963,1.0,1.0,0.6736111111111112,46750.916666666664,159714.0,0.2834412126787355,0.2672941669989086,0.03954337500181282,6.086215791005088,ok,247107.0,247107.0,6382.789198567531,1074.571879496173,0.40077516096049143,1.0536472422133754,2.7487826384083274,0.9312,2.9069589969577203,15000,3364.0,11636.0,3,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,0,48,147,3,159714.0,1043473,87393.0,0.35366460683023954,99.99541071780963,1.0,1.0,0.6666666666666666,46412.60544217687,90521.0,1.0923292167524612,0.2347420419973787,0.038469749997602776,6.35942758300007,ok,247107.0,247107.0,6408.9703864480725,1077.1381893419739,0.404120334052423,1.0478757061501058,2.729121625238652,0.9294,2.8302279974784446,15000,3313.0,11687.0,1,2,,,False,,0.6666666666666666
GP_Matern52_PI,Acquisition Ablation,0,49,150,3,159714.0,1043473,87393.0,0.35366460683023954,99.99541071780963,1.0,1.0,0.6666666666666666,46606.98,107511.0,1.1906661216208274,0.3429815420022351,0.04933395800253493,6.75174308300484,ok,247107.0,247107.0,6435.442453796631,1080.8126473906102,0.402790157472223,1.0432718912397807,2.7666723104983846,0.9288,2.7849397422897466,15000,3355.0,11645.0,2,1,,,False,,0.3333333333333333
GP_Matern52_PI,Acquisition Ablation,1,0,3,3,0.0,6047398,247107.0,1.0,93.70319341923158,0.0,0.0,0.0,0.0,0.0,1.0430113993225636,0.0,0.0,0.0,initial,247107.0,247107.0,,,,,,,,0,,,1,2,,,False,,0.6666666666666666
GP_Matern52_PI,Acquisition Ablation,1,1,6,3,0.0,6047398,247107.0,1.0,93.70319341923158,0.0,0.0,0.0,0.0,0.0,1.1114828261942715,9.691599916550331e-05,0.003478208000160521,0.003575123999326024,constant_target_fallback,247107.0,247107.0,7917.9183090633105,1413.8866,0.0,0.7939908874887035,3.8456615956198963,0.935,1.0,15000,3400.0,11600.0,1,2,,,False,,0.6666666666666666
GP_Matern52_PI,Acquisition Ablation,1,2,9,3,0.0,6047398,247107.0,1.0,93.70319341923158,0.0,0.0,0.0,0.0,0.0,0.8508106819340862,6.750000102329068e-05,0.006785084002331132,0.010427708002680447,constant_target_fallback,247107.0,247107.0,7917.9183090633105,1413.8866,0.0,0.7939908874887035,3.8456615956198963,0.935,1.0,15000,3408.0,11592.0,1,2,,,False,,0.6666666666666666
GP_Matern52_PI,Acquisition Ablation,1,3,12,3,48276.0,879288,198831.0,0.8046352389855407,99.24789860046562,1.0,0.0,0.08333333333333333,4023.0,48276.0,0.9815219875255069,6.466700142482296e-05,0.0041804590000538155,0.014672834004159085,constant_target_fallback,247107.0,247107.0,7917.9183090633105,1413.8866,0.0,0.7939908874887035,3.8456615956198963,0.935,1.0,15000,3382.0,11618.0,1,2,,,False,,0.6666666666666666
GP_Matern52_PI,Acquisition Ablation,1,4,15,3,48276.0,879288,198831.0,0.8046352389855407,99.24789860046562,1.0,0.0,0.2,6320.2,26524.0,0.5640618702645527,0.025048416999197798,0.011080124997533858,0.05080137600089074,ok,247107.0,247107.0,12400.374165462741,3435.9113719437437,0.07722110246354873,1.372542539854423,57.00178057868043,0.8934,1.8440234030214877,15000,3387.0,11613.0,3,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,1,5,18,3,48276.0,879288,198831.0,0.8046352389855407,99.24789860046562,1.0,0.0,0.2222222222222222,6016.666666666667,13497.0,0.4122961772381513,0.04259895900031552,0.015838250001252163,0.10923858500245842,ok,247107.0,247107.0,8168.279971063775,1566.0061056747059,0.24472164533568647,1.4530963303465774,5.739464555273388,0.934,2.813858354615113,15000,3309.0,11691.0,1,2,,,False,,0.6666666666666666
GP_Matern52_PI,Acquisition Ablation,1,6,21,3,80646.0,878158,166461.0,0.673639354611565,99.7821402183056,1.0,0.0,0.3333333333333333,11529.714285714286,80646.0,0.4990062824814794,0.055728208000800805,0.010376250000263099,0.17534304300352233,ok,247107.0,247107.0,7814.961740864726,1388.46077335579,0.2930887184024541,1.47378016720624,2.4366949732713046,0.9584,3.250123791793698,15000,3411.0,11589.0,3,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,1,7,24,3,117423.0,880443,129684.0,0.5248090907987228,99.9649575524178,1.0,1.0,0.4166666666666667,23516.416666666668,117423.0,0.23114026797392495,0.037058458001411054,0.021368791996792424,0.2337702930017258,ok,247107.0,247107.0,7494.161515508961,1489.01539970382,0.26435578221558886,1.7126433474581728,3.943499553192926,0.9504,3.236567748973473,15000,3422.0,11578.0,3,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,1,8,27,3,117423.0,880443,129684.0,0.5248090907987228,99.9649575524178,1.0,1.0,0.4074074074074074,21147.444444444445,6587.0,0.7125434570926622,0.08617491599943605,0.01692608399753226,0.3368712929986941,ok,247107.0,247107.0,7854.696000150238,1615.8945179291347,0.2534824657826672,1.9600734568986233,4.491384508941748,0.9522,3.4868270998895663,15000,3326.0,11674.0,1,2,,,False,,0.6666666666666666
GP_Matern52_PI,Acquisition Ablation,1,9,30,3,117423.0,880443,129684.0,0.5248090907987228,99.9649575524178,1.0,1.0,0.4666666666666667,25919.333333333332,92515.0,0.16906957930914915,0.04174845899979118,0.008356082998943748,0.38697583499742905,ok,247107.0,247107.0,7138.901836666206,1234.330878281533,0.34912323356603836,1.5527504057317836,2.504540351076354,0.9848,3.7809986211921633,15000,3352.0,11648.0,3,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,1,10,33,3,117423.0,880443,129684.0,0.5248090907987228,99.9649575524178,1.0,1.0,0.5151515151515151,29611.121212121212,107704.0,0.4722558078742542,0.05067787500229315,0.014630124998802785,0.452283834998525,ok,247107.0,247107.0,7200.868573376548,1254.8502311675709,0.3424870973467567,1.5854169954263244,2.537522789484723,0.9828,3.9109684481223965,15000,3399.0,11601.0,3,0,,,False,,0.0
