method,method_label,round,catastrophic_error_rate_mean,catastrophic_error_rate_std,catastrophic_error_rate_sem,n_catastrophic_errors_mean,n_catastrophic_errors_std,n_catastrophic_errors_sem,mean_abs_log_error_mean,mean_abs_log_error_std,mean_abs_log_error_sem,median_abs_log_error_mean,median_abs_log_error_std,median_abs_log_error_sem,max_abs_log_error_mean,max_abs_log_error_std,max_abs_log_error_sem,rmse_log_error_mean,rmse_log_error_std,rmse_log_error_sem,signed_log_error_mean_mean,signed_log_error_mean_std,signed_log_error_mean_sem,gate_fallback_count_mean,gate_fallback_count_max,catastrophic_error_rate_ci95_low,catastrophic_error_rate_ci95_high,n_catastrophic_errors_ci95_low,n_catastrophic_errors_ci95_high,mean_abs_log_error_ci95_low,mean_abs_log_error_ci95_high,median_abs_log_error_ci95_low,median_abs_log_error_ci95_high,max_abs_log_error_ci95_low,max_abs_log_error_ci95_high,rmse_log_error_ci95_low,rmse_log_error_ci95_high,signed_log_error_mean_ci95_low,signed_log_error_mean_ci95_high,error_auc_mean,error_auc_std,error_auc_sem,error_auc_ci95_low,error_auc_ci95_high
gp_m52_pi,GP M52 + PI,2,0.4375,0.11282846785228777,0.025229212391486514,17.5,4.51313871409151,1.0091684956594607,2.6191633713643645,0.9184653087245838,0.20537508652835,0.8917565526285843,0.5031569496497158,0.11250931427682032,11.182478072685795,0.571461407264399,0.12778265531608876,4.422476550775402,1.1086249135644861,0.24789606682800194,-1.5765875126249531,1.5121253081974588,0.3381214979627338,0.0,0,0.38805074371268644,0.48694925628731356,15.522029748507457,19.477970251492543,2.2166282017687986,3.0216985409599304,0.6712382966460165,1.112274808611152,10.93202406826626,11.43293207710533,3.936600259792518,4.908352841758286,-2.239305648631911,-0.9138693766179949,0.3721875,0.07305524113011294,0.016335648527957113,0.3401696288852041,0.40420537111479593
gp_m52_pi,GP M52 + PI,3,0.39625,0.10521750654815255,0.023527349706469834,15.85,4.2087002619261025,0.9410939882587933,2.227368541807715,0.7639369633967292,0.17082149806798552,0.67914189498994,0.3459576443616927,0.07735848101284416,10.742571036705382,1.4114227758881281,0.3156037271877306,3.9342029637970293,1.0664614282026417,0.23846802488426175,-1.2595364276007752,1.4123620279042775,0.3158137503233419,0.0,0,0.3501363945753191,0.4423636054246809,14.005455783012765,17.694544216987236,1.8925584055944633,2.5621786780209668,0.5275192722047655,0.8307645177751146,10.12398773141743,11.361154341993334,3.466805635023876,4.4016002925701825,-1.8785313782345252,-0.6405414769670251,0.3721875,0.07305524113011294,0.016335648527957113,0.3401696288852041,0.40420537111479593
gp_m52_pi,GP M52 + PI,4,0.365,0.08366600265340755,0.018708286933869705,14.6,3.346640106136302,0.7483314773547883,1.9462432035764046,0.7234581034788133,0.16177014982517035,0.5514915256278498,0.2992676715448985,0.06691828570424724,10.471756602112064,1.4156432428848649,0.31654745229788017,3.5899714561431457,1.0644160343533586,0.23801066091548617,-1.3526210656699105,1.148663142132193,0.2568488869056086,0.0,0,0.32833175760961536,0.4016682423903846,13.133270304384615,16.066729695615386,1.6291737099190706,2.2633126972337383,0.4203316856475252,0.6826513656081743,9.85132359560822,11.092189608615909,3.123470560748793,4.056472351537499,-1.8560448840049033,-0.8491972473349176,0.3721875,0.07305524113011294,0.016335648527957113,0.3401696288852041,0.40420537111479593
gp_m52_pi,GP M52 + PI,5,0.3275,0.06925353876574787,0.015485562036262918,13.1,2.770141550629916,0.6194224814505167,1.8750411121176882,0.6402894470355682,0.14317307288472816,0.4675268878737103,0.18471801615618147,0.04130420407941261,10.86574483182272,0.6615447976542886,0.1479259137716332,3.5792314831547385,0.899497826006976,0.20113382845648767,-1.2889926517378962,1.0881823571192377,0.24332497224345676,0.0,0,0.2971482984089247,0.3578517015910753,11.885931936356986,14.314068063643013,1.594421889263621,2.1556603349717554,0.38657064787806156,0.5484831278693589,10.57581004083032,11.155679622815121,3.185009179380023,3.973453786929454,-1.7659095973350714,-0.812075706140721,0.3721875,0.07305524113011294,0.016335648527957113,0.3401696288852041,0.40420537111479593
gp_m52_pi,GP M52 + PI,6,0.3125,0.08331140062250911,0.018628995509264865,12.5,3.3324560249003636,0.7451598203705946,1.78591263525237,0.6354794291947837,0.14209752019823008,0.36828907539336864,0.17050737405438396,0.038126607905058646,10.761754690949456,0.9208558681539275,0.2059096318671766,3.46983731307973,0.9543510896832677,0.21339939109327846,-1.375083653893599,0.8854962473354587,0.19800298028630528,0.0,0,0.2759871688018409,0.3490128311981591,11.039486752073636,13.960513247926364,1.507401495663839,2.064423774840901,0.2935609238994537,0.44301722688728357,10.35817181248979,11.165337569409122,3.0515745065369044,3.888100119622556,-1.7631694952547574,-0.9869978125324408,0.3721875,0.07305524113011294,0.016335648527957113,0.3401696288852041,0.40420537111479593
gp_m52_pi,GP M52 + PI,7,0.32625000000000004,0.07498903428607342,0.016768057823072256,13.05,2.9995613714429363,0.6707223129228903,1.8103784492054735,0.4815154809764175,0.10767013476817763,0.3868916669731772,0.17107948664181058,0.038254536168685564,10.801192604842472,0.5949319878784839,0.13303083668853716,3.5510439346200955,0.6646158570197367,0.1486126235220412,-1.385464252460105,0.6799136269531403,0.1520333088695655,0.0,0,0.2933846066667784,0.3591153933332217,11.735384266671137,14.364615733328865,1.5993449850598453,2.0214119133511015,0.31191277608255347,0.4618705578638009,10.540452164932939,11.061933044752005,3.259763192516895,3.842324676723296,-1.6834495378444534,-1.0874789670757568,0.3721875,0.07305524113011294,0.016335648527957113,0.3401696288852041,0.40420537111479593
gp_m52_pi,GP M52 + PI,8,0.315,0.06996239591455729,0.01564406731337037,12.6,2.7984958365822923,0.6257626925348146,1.6791038631824022,0.4930886709555814,0.1102579787191706,0.39455428936983084,0.18346423750766608,0.04102385065073079,10.65008547710591,0.7945132676381921,0.17765856754644813,3.3313689583765025,0.682704405534533,0.15265734593137995,-1.1992167812898658,0.7177013422523473,0.16048289888190903,0.0,0,0.2843376280657941,0.3456623719342059,11.373505122631762,13.826494877368237,1.462998224892828,1.8952095014719765,0.3141475420943985,0.4749610366452632,10.301874684714871,10.998296269496947,3.032160560350998,3.630577356402007,-1.5137632630984075,-0.884670299481324,0.3721875,0.07305524113011294,0.016335648527957113,0.3401696288852041,0.40420537111479593
gp_m52_ei,GP M52 + EI,0,0.54625,0.14356252076506967,0.03210155554519208,21.85,5.742500830602785,1.2840622218076831,3.43349299035564,1.7482571420310296,0.3909221811730887,2.389022915360055,3.1346350058641166,0.7009256957762616,11.287916614224802,0.6453030452212005,0.14429414752022257,5.140641347079233,1.7127948199087066,0.38299256488253786,-2.1124970176890843,2.625436642405041,0.5870654803036477,0.0,0,0.48333095113142355,0.6091690488685765,19.33323804525694,24.366761954743062,2.667285515256386,4.199700465454894,1.0152085516385823,3.762837279081528,11.005100085085166,11.570733143364437,4.3899759199094595,5.891306774249007,-3.2631453590842336,-0.9618486762939349,0.38796875000000003,0.09226496522280703,0.020631073417985053,0.34753184610074933,0.4284056538992507
gp_m52_ei,GP M52 + EI,1,0.51875,0.1477629235598273,0.0330407941633879,20.75,5.910516942393092,1.3216317665355162,3.2387430169281126,1.422330425457507,0.3180427517789184,1.8997850702684584,2.4197129515207307,0.5410642645637007,11.331892491683776,0.605676965474557,0.13543348672069025,5.021323310264365,1.4688210451479946,0.32843837037332035,-2.0393305013496517,2.4152979889470836,0.5400770489204214,0.0,0,0.4539900434397598,0.5835099565602403,18.15960173759039,23.34039826240961,2.6153792234414324,3.862106810414793,0.839299111723605,2.960271028813312,11.066442857711223,11.59734212565633,4.377584104332657,5.665062516196073,-3.0978815172336773,-0.9807794854656258,0.38796875000000003,0.09226496522280703,0.020631073417985053,0.34753184610074933,0.4284056538992507
gp_m52_ei,GP M52 + EI,2,0.47000000000000003,0.1643568005734379,0.036751297864658354,18.8,6.574272022937516,1.4700519145863342,2.8966708908962944,1.3608677606569544,0.3042992821216864,1.3116428426360502,1.3244357957748658,0.2961528471186628,11.258693543452413,0.6335982513230591,0.14167687603833565,4.652501955859122,1.4718175426958404,0.3291084075944598,-2.1746465812508755,1.6902836069044171,0.37795890462918097,0.0,0,0.39796745618526963,0.5420325438147304,15.918698247410786,21.681301752589217,2.3002442979377893,3.4930974838547995,0.7311832622834712,1.8921024229886294,10.981006866417275,11.536380220487551,4.007449476973981,5.297554434744263,-2.91544603432407,-1.4338471281776808,0.38796875000000003,0.09226496522280703,0.020631073417985053,0.34753184610074933,0.4284056538992507
gp_m52_ei,GP M52 + EI,3,0.43125,0.12770107982892584,0.028554829529760538,17.25,5.108043193157033,1.1421931811904213,2.4724166789974085,0.8534388013016557,0.1908347174346438,0.8269492655190401,0.5648068958586476,0.126294661330058,10.986836866327272,0.6257344172474044,0.13991846928264126,4.271383800793507,0.9955664370866316,0.2226154229442976,-1.8342474494176053,1.252067072901106,0.2799707087396058,0.0,0,0.37528253412166934,0.4872174658783307,15.011301364866775,19.488698635133225,2.098380632825507,2.84645272516931,0.5794117293121264,1.074486801725954,10.712596666533294,11.26107706612125,3.835057571822684,4.70771002976433,-2.3829900385472325,-1.285504860287978,0.38796875000000003,0.09226496522280703,0.020631073417985053,0.34753184610074933,0.4284056538992507
gp_m52_ei,GP M52 + EI,4,0.38875000000000004,0.10015612812005063,0.022395591083961143,15.55,4.0062451248020245,0.8958236433584459,2.113795112265019,0.6380957381966175,0.1426825446760546,0.593119055286924,0.3465845568365067,0.07749866290380683,10.79124163047889,0.7049795247678767,0.15763821401264694,3.8359170520931087,0.8325349057064176,0.18616046428009272,-1.5164653804958175,1.0254530770105126,0.22929827879318335,0.0,0,0.3448546414754362,0.43264535852456387,13.794185659017447,17.305814340982554,1.8341373246999522,2.393452899830086,0.4412216759954626,0.7450164345783854,10.482270731014102,11.100212529943677,3.471042542104127,4.200791562082091,-1.9658900069304568,-1.0670407540611782,0.38796875000000003,0.09226496522280703,0.020631073417985053,0.34753184610074933,0.4284056538992507
gp_m52_ei,GP M52 + EI,5,0.35125,0.0800801407801486,0.017906463843216536,14.05,3.2032056312059445,0.7162585537286612,2.0159057376769303,0.6173383483469471,0.13804105120212187,0.4474502029184399,0.203780701780076,0.04556675016828623,10.766952389305876,0.6850767604855598,0.1531878206251053,3.7631951830543335,0.8687769752970189,0.19426443740507895,-1.4374251876606958,0.99475721930324,0.22243447634707106,0.0,0,0.3161533308672956,0.38634666913270443,12.646133234691824,15.453866765308177,1.7453452773207714,2.2864661980330894,0.3581393725885989,0.536761033248281,10.46670426088067,11.067200517731083,3.382436885740379,4.143953480368288,-1.8733967613009552,-1.0014536140204364,0.38796875000000003,0.09226496522280703,0.020631073417985053,0.34753184610074933,0.4284056538992507
gp_m52_ei,GP M52 + EI,6,0.32,0.08295528281772306,0.018549365147314912,12.8,3.318211312708923,0.7419746058925963,1.9135671980733577,0.6362820278363854,0.14227698671035713,0.4050653145464388,0.18947763495869824,0.042368487198353975,10.775325538968765,0.7377139851272487,0.16495786186967965,3.6619726135828117,0.8706202502542649,0.19467660621564145,-1.4217753870124323,0.9295060274272117,0.20784386628230295,0.0,0,0.28364324431126275,0.35635675568873726,11.345729772450511,14.25427022754949,1.6347043041210578,2.1924300920256576,0.322023079637665,0.48810754945521256,10.452008129704193,11.098642948233337,3.2804064654001546,4.043538761765469,-1.8291493649257462,-1.0144014090991185,0.38796875000000003,0.09226496522280703,0.020631073417985053,0.34753184610074933,0.4284056538992507
gp_m52_ei,GP M52 + EI,7,0.30874999999999997,0.09042116368475503,0.020218786860374763,12.35,3.6168465473902014,0.8087514744149905,1.8214136680378146,0.647888268175178,0.14487222094643118,0.34979033162811213,0.14163924375900427,0.03167149773267964,10.606376875984564,0.8610986596966176,0.1925475138415595,3.524181297671525,0.8752083041272206,0.19570252625007747,-1.4204783408238555,0.906215917042608,0.20263603927995816,0.0,0,0.26912117775366545,0.3483788222463345,10.764847110146619,13.93515288985338,1.5374641149828094,2.1053632210928197,0.28771419607206006,0.4118664671841642,10.228983748855107,10.98377000311402,3.1406043462213735,3.907758249121677,-1.8176449778125734,-1.0233117038351376,0.38796875000000003,0.09226496522280703,0.020631073417985053,0.34753184610074933,0.4284056538992507
gp_m52_ei,GP M52 + EI,8,0.315,0.06996239591455729,0.01564406731337037,12.6,2.7984958365822923,0.6257626925348146,1.6791038631824022,0.4930886709555814,0.1102579787191706,0.39455428936983084,0.18346423750766608,0.04102385065073079,10.65008547710591,0.7945132676381921,0.17765856754644813,3.3313689583765025,0.682704405534533,0.15265734593137995,-1.1992167812898658,0.7177013422523473,0.16048289888190903,0.0,0,0.2843376280657941,0.3456623719342059,11.373505122631762,13.826494877368237,1.462998224892828,1.8952095014719765,0.3141475420943985,0.4749610366452632,10.301874684714871,10.998296269496947,3.032160560350998,3.630577356402007,-1.5137632630984075,-0.884670299481324,0.38796875000000003,0.09226496522280703,0.020631073417985053,0.34753184610074933,0.4284056538992507
pi_random_exploration,GP M52 PI + Random Exploration,0,0.54625,0.14356252076506967,0.03210155554519208,21.85,5.742500830602785,1.2840622218076831,3.43349299035564,1.7482571420310296,0.3909221811730887,2.389022915360055,3.1346350058641166,0.7009256957762616,11.287916614224802,0.6453030452212005,0.14429414752022257,5.140641347079233,1.7127948199087066,0.38299256488253786,-2.1124970176890843,2.625436642405041,0.5870654803036477,0.0,0,0.48333095113142355,0.6091690488685765,19.33323804525694,24.366761954743062,2.667285515256386,4.199700465454894,1.0152085516385823,3.762837279081528,11.005100085085166,11.570733143364437,4.3899759199094595,5.891306774249007,-3.2631453590842336,-0.9618486762939349,0.38203125,0.0909328652282464,0.020333206803918587,0.34217816466431955,0.4218843353356804
pi_random_exploration,GP M52 PI + Random Exploration,1,0.5075000000000001,0.14352241710104494,0.032092588093301476,20.3,5.740896684041797,1.2837035237320589,3.165813587771599,1.4334757090261874,0.3205349129477263,1.5693549125187216,1.815716056916779,0.4060064531103795,11.390877846198688,0.5626995053141165,0.12582343447878688,4.9782813539633555,1.4948069637069208,0.33424899840887357,-2.235291803879776,2.1002606501219017,0.4696325584140473,0.0,0,0.4445985273371292,0.570401472662871,17.783941093485165,22.816058906514836,2.5375651583940555,3.7940620171491424,0.7735822644223779,2.3651275606150652,11.144263914620266,11.63749177777711,4.323153317081963,5.633409390844748,-3.155771618371309,-1.3148119893882435,0.38203125,0.0909328652282464,0.020333206803918587,0.34217816466431955,0.4218843353356804
pi_random_exploration,GP M52 PI + Random Exploration,2,0.43875000000000003,0.13728452015316298,0.030697751932091222,17.55,5.491380806126519,1.227910077283649,2.67611305753866,1.1856029070554845,0.2651088694497429,1.1303147544045193,1.1430330510097086,0.2555899602586693,11.170440925330123,0.5558243918318835,0.12428611236885705,4.471333877555361,1.349223682859607,0.30169558717266987,-2.0146828252301763,1.5876184215132374,0.35500227128345135,0.0,0,0.37858240621310124,0.4989175937868988,15.143296248524049,19.956703751475953,2.156499673417164,3.195726441660156,0.6293584322975275,1.6312710765115113,10.926840145087164,11.414041705573082,3.8800105266969283,5.062657228413794,-2.7104872769457407,-1.3188783735146117,0.38203125,0.0909328652282464,0.020333206803918587,0.34217816466431955,0.4218843353356804
pi_random_exploration,GP M52 PI + Random Exploration,3,0.40499999999999997,0.11516578439248719,0.025751852258368565,16.2,4.606631375699488,1.0300740903347425,2.5380542627356233,1.0316152841201571,0.230676190192043,0.789968883044773,0.6284176748715046,0.14051846392750456,11.199075821433214,0.7009299259389197,0.15673269618633173,4.357824115083959,1.2652422761043636,0.2829167737375914,-1.8717331808071644,1.3232572202188024,0.2958893096126652,0.0,0,0.35452636957359757,0.4554736304264024,14.181054782943903,18.218945217056095,2.085928929959219,2.9901795955120276,0.5145526937468641,1.0653850723426819,10.891879736908002,11.506271905958425,3.80330723855828,4.912340991609638,-2.4516762276479884,-1.2917901339663407,0.38203125,0.0909328652282464,0.020333206803918587,0.34217816466431955,0.4218843353356804
pi_random_exploration,GP M52 PI + Random Exploration,4,0.39249999999999996,0.1035869835350694,0.023162753676856662,15.7,4.1434793414027755,0.9265101470742665,2.2805547385420932,0.8435675423975062,0.18862743684132594,0.6788876368342932,0.45064257408555813,0.1007667429210793,10.831939476225994,1.3663626455696147,0.30552797574101115,4.032977596846494,1.1447054040449538,0.2559639097655879,-1.7026074741572443,1.2223716489822245,0.27333061008927656,0.0,0,0.3471010027933609,0.437898997206639,13.884040111734437,17.515959888265563,1.9108449623330945,2.650264514751092,0.4813848207089778,0.8763904529596086,10.233104643773611,11.430774308678377,3.5312883337059415,4.5346668599870465,-2.2383354699322267,-1.1668794783822622,0.38203125,0.0909328652282464,0.020333206803918587,0.34217816466431955,0.4218843353356804
pi_random_exploration,GP M52 PI + Random Exploration,5,0.35,0.10098202028605208,0.022580266186487518,14.0,4.039280811442082,0.9032106474595005,2.163664882370962,0.8316689534065789,0.18596683145932155,0.548927305925909,0.4493899836486164,0.10048665518458251,11.092768251321278,0.41602951893825324,0.0930270284992471,3.9562415193148794,1.0279821827417654,0.22986380402691986,-1.6663913865384665,1.1196536203763834,0.2503621606415337,0.0,0,0.3057426782744844,0.39425732172551553,12.22970713097938,15.77029286902062,1.7991698927106916,2.528159872031232,0.35197346176412725,0.7458811500876907,10.910435275462754,11.275101227179801,3.5057084634221165,4.406774575207642,-2.1571012213958727,-1.1756815516810604,0.38203125,0.0909328652282464,0.020333206803918587,0.34217816466431955,0.4218843353356804
pi_random_exploration,GP M52 PI + Random Exploration,6,0.335,0.09712986423503221,0.02171889790748576,13.4,3.8851945694012886,0.8687559162994304,1.9740684745210355,0.6662183235305325,0.14897094592702181,0.45162951417713415,0.3144045605078027,0.07030299697313926,10.879715771232172,0.6383108121678396,0.14273063667803895,3.7382356863930397,0.8501119298824542,0.19009080637007023,-1.4588366398976915,0.9862107375186043,0.22052342492318017,0.0,0,0.2924309601013279,0.37756903989867213,11.697238404053117,15.102761595946884,1.6820854205040727,2.2660515285379983,0.3138356401097812,0.589423388244487,10.599963723343215,11.15946781912113,3.365657705907702,4.110813666878378,-1.8910625527471248,-1.0266107270482583,0.38203125,0.0909328652282464,0.020333206803918587,0.34217816466431955,0.4218843353356804
pi_random_exploration,GP M52 PI + Random Exploration,7,0.3125,0.0923024205647136,0.020639448687047413,12.5,3.6920968225885438,0.8255779474818965,1.721430521936912,0.6197523799346979,0.1385808450751261,0.38182306984445413,0.2175270255227355,0.048640521601216825,10.656139134313303,0.8267444361418419,0.18486567592328926,3.3609978690126683,0.8387016077091789,0.18753938076760857,-1.2581151878659986,0.8183592955707033,0.1829907014914935,0.0,0,0.2720466805733871,0.3529533194266129,10.881867222935483,14.118132777064517,1.4498120655896647,1.9930489782841592,0.28648764750606914,0.4771584921828391,10.293802409503655,11.018475859122951,2.9934206827081553,3.7285750553171813,-1.6167769627893258,-0.8994534129426714,0.38203125,0.0909328652282464,0.020333206803918587,0.34217816466431955,0.4218843353356804
