method,family,n_runs,final_best_q_mean,final_best_q_std,final_simple_regret_mean,final_normalized_regret_mean,final_best_rank_percentile_mean,hit_top1pct_rate,hit_top0_1pct_rate,success_fraction_mean,first_final_best_iteration_mean,first_final_best_n_experiments_mean,experiments_to_90pct_oracle_mean,iteration_to_90pct_oracle_mean,auc_normalized_best_mean,total_fit_seconds_mean,total_acq_seconds_mean,total_seconds_mean,last_surrogate_rmse_raw_mean,last_surrogate_mae_raw_mean,last_surrogate_spearman_raw_mean,last_surrogate_crps_mean,last_surrogate_nll_mean,last_surrogate_coverage95_mean
GP_Matern52_PI,Acquisition Ablation,5,182048.0,36235.46416150896,65059.0,0.26328270749108684,99.99624334472131,1.0,1.0,0.7093333333333334,21.0,128.4,,,0.5535851594653328,2.675757850408263,0.5952971923994482,3.271055042807711,5397.396835357498,965.6686323839047,0.37935891056967297,1.5233728701373044,2.7173769679157322,0.9532399999999999
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,5,180672.8,32377.538243356303,66434.2,0.268847907991275,99.99639413542185,1.0,1.0,0.7,14.4,89.4,51.0,8.0,0.5427350904668828,3.0900959009981306,0.4634790068041184,3.553574907802249,5697.472733351263,1182.8898824742164,0.34106211165337585,2.1210100565120915,2.83717410887476,0.97768
