method,family,run,iteration,configured_batch_size,configured_budget,configured_exploration,n_experiments,batch_size_added,best_q,best_pool_idx,simple_regret,normalized_regret,best_rank_percentile,hit_top1pct,hit_top0_1pct,success_fraction_selected,mean_q_selected,last_batch_best_q,mean_pairwise_batch_distance,fit_seconds,acq_seconds,cum_seconds,status,pool_oracle_best_q,full_grid_best_q,surrogate_rmse_raw,surrogate_mae_raw,surrogate_spearman_raw,surrogate_crps,surrogate_nll,surrogate_coverage95,surrogate_mean_sd,n_acq_candidates,n_trustworthy_candidates,n_suspicious_candidates,selected_trustworthy,selected_suspicious,requested_trustworthy,requested_suspicious,gate_fallback,fallback_slots,selected_suspicious_fraction
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,1,15,6,150,1,93,6,222753.0,776110,24354.0,0.09855649576903933,99.99990165823877,1.0,1.0,0.6021505376344086,38308.43010752688,130950.0,0.8027337387418475,0.11929604200122412,0.018950708999909693,0.8802140400075587,ok,247107.0,247107.0,6952.953958773242,1212.4662779208113,0.3854099834682897,1.3303400716590372,2.5303788261686173,0.9746,4.145780821056861,15000,3323.0,11677.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,1,16,6,150,1,99,6,222753.0,776110,24354.0,0.09855649576903933,99.99990165823877,1.0,1.0,0.6060606060606061,37863.606060606064,60778.0,0.9449651473316985,0.0922893329989165,0.020007874998555053,0.9925112480050302,ok,247107.0,247107.0,6702.002910581779,1160.3624212665136,0.39541275828602995,1.2762778391741947,2.5182171721257736,0.9746,4.1572227310184315,15000,3347.0,11653.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,1,17,6,150,1,105,6,222753.0,776110,24354.0,0.09855649576903933,99.99990165823877,1.0,1.0,0.6095238095238096,38952.25714285715,125617.0,0.7961228223711363,0.13135904099908657,0.022924249999050517,1.1467945390031673,ok,247107.0,247107.0,6609.183627208151,1135.7564252936256,0.40710045033704056,1.215029064365386,2.488975712384079,0.9718,3.9816428513549087,15000,3396.0,11604.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,1,18,6,150,1,111,6,222753.0,776110,24354.0,0.09855649576903933,99.99990165823877,1.0,1.0,0.6036036036036037,38466.02702702703,97432.0,0.9553282283962733,0.0984442080007284,0.022506291999889072,1.2677450390037848,ok,247107.0,247107.0,6419.108821560863,1103.4779712594677,0.4151261657469841,1.1775780928409652,2.459325902019446,0.971,3.835074770400986,15000,3453.0,11547.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,1,19,6,150,1,117,6,222753.0,776110,24354.0,0.09855649576903933,99.99990165823877,1.0,1.0,0.6153846153846154,39184.05128205128,120261.0,0.7867506464908837,0.17400837500099442,0.023236458000610583,1.4649898720053898,ok,247107.0,247107.0,6207.653126728531,1045.7700066028376,0.4147930403919085,1.1893561346473365,2.4538526362869444,0.9762,3.944764219757628,15000,3410.0,11590.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,1,20,6,150,1,123,6,222753.0,776110,24354.0,0.09855649576903933,99.99990165823877,1.0,1.0,0.6178861788617886,40697.455284552845,152164.0,0.8079640894663258,0.12270308400184149,0.02601700000013807,1.6137099560073693,ok,247107.0,247107.0,6037.2132896307985,1000.8817561720166,0.4162944154311586,1.1699065880077921,2.4596484664488147,0.9714,3.8665585089833994,15000,3329.0,11671.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,1,21,6,150,1,129,6,222753.0,776110,24354.0,0.09855649576903933,99.99990165823877,1.0,1.0,0.627906976744186,42369.05426356589,107807.0,0.46302430913364845,0.10187762499845121,0.023359792001429014,1.7389473730072496,ok,247107.0,247107.0,5991.094425880077,981.838924249259,0.4189589143645468,1.1262849542709668,2.4399482995792283,0.9696,3.748981934638012,15000,3342.0,11658.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,1,22,6,150,1,135,6,222753.0,776110,24354.0,0.09855649576903933,99.99990165823877,1.0,1.0,0.6222222222222222,42422.77777777778,119204.0,0.5365785522567637,0.21969008299856796,0.02594712499922025,1.9845845810050378,ok,247107.0,247107.0,5979.654354235894,978.8225938217763,0.42028535373385645,1.102165853848717,2.437957830360546,0.967,3.6532928688383617,15000,3339.0,11661.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,1,23,6,150,1,141,6,222753.0,776110,24354.0,0.09855649576903933,99.99990165823877,1.0,1.0,0.624113475177305,42026.51063829787,113727.0,0.5816098361711087,0.24820358400029363,0.02734825000152341,2.260136415006855,ok,247107.0,247107.0,16273.199686688446,1407.9129053976962,0.40912783194589053,1.3067259290043927,2.668124070358938,0.9746,4.31429841496507,15000,3353.0,11647.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,1,24,6,150,1,147,6,222753.0,776110,24354.0,0.09855649576903933,99.99990165823877,1.0,1.0,0.6326530612244898,42238.97278911564,91431.0,0.596965799775763,0.1848447499978647,0.029254042001412017,2.4742352070061315,ok,247107.0,247107.0,6637.81356062809,1087.5203381941728,0.38499723481957654,1.6091863014788046,2.7999284496742303,0.9834,4.872480085381972,15000,3352.0,11648.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,1,25,6,150,1,150,3,222753.0,776110,24354.0,0.09855649576903933,99.99990165823877,1.0,1.0,0.6266666666666667,41429.7,5326.0,0.814568190064671,0.43680516699896543,0.029471583999111317,2.9405119580042083,ok,247107.0,247107.0,6423.7377528833795,1066.386964447054,0.3891572683660412,1.572557931701076,2.790497331056113,0.9824,4.872655695420768,15000,3315.0,11685.0,2,1,2.0,1.0,False,,0.3333333333333333
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,2,0,6,150,1,3,3,0.0,2729609,247107.0,1.0,93.70319341923158,0.0,0.0,0.0,0.0,0.0,0.47049671902245843,0.0,0.0,0.0,initial,247107.0,247107.0,,,,,,,,0,,,0,3,,,False,,1.0
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,2,1,6,150,1,9,6,17589.0,1471759,229518.0,0.9288203086112494,97.57458075268161,0.0,0.0,0.2222222222222222,3483.777777777778,17589.0,0.9853098673702717,6.53749993944075e-05,0.004498334001254989,0.004563709000649396,constant_target_fallback,247107.0,247107.0,7992.336081909969,1363.7274,0.0,0.8102606103318564,3.884107341202348,0.9316,1.0,15000,3295.0,11705.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,2,2,6,150,1,15,6,49900.0,860943,197207.0,0.7980631872023051,99.30887049242342,1.0,0.0,0.3333333333333333,6074.933333333333,49900.0,0.606269707424662,0.015092458001163322,0.008223749999160646,0.027879917000973364,ok,247107.0,247107.0,9776.469018418196,3623.865076934392,-0.020729263737184055,2.5240170495594567,66.804544655134,0.7952,2.092401650282921,15000,3399.0,11601.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,2,3,6,150,1,21,6,133156.0,1122050,113951.0,0.46114031573367004,99.98347858411466,1.0,1.0,0.5238095238095238,22793.285714285714,133156.0,0.6599533053405422,0.01993820800271351,0.00860883399946033,0.056426959003147203,ok,247107.0,247107.0,9428.306916362268,1453.2728899834792,0.424494128453632,1.3329855502701702,2.4134920769989026,0.9768,3.4603162907052902,15000,3345.0,11655.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,2,4,6,150,1,27,6,133156.0,1122050,113951.0,0.46114031573367004,99.98347858411466,1.0,1.0,0.5925925925925926,35680.333333333336,116348.0,0.4043496921656351,0.015154459000768838,0.010481749999598833,0.08206316800351487,ok,247107.0,247107.0,7522.717597520223,1374.1953887929012,0.4101972691516243,1.6962879466865983,2.6473202606860076,0.9424,3.5780646178494937,15000,3273.0,11727.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,2,5,6,150,1,33,6,133156.0,1122050,113951.0,0.46114031573367004,99.98347858411466,1.0,1.0,0.6363636363636364,33810.181818181816,38411.0,0.6314278682467899,0.02095299999928102,0.012009624999336665,0.11502579300213256,ok,247107.0,247107.0,7497.030477247079,1265.9847542786167,0.4113285936276702,1.5377767887910836,2.7290864896736835,0.9398,3.80614277105511,15000,3406.0,11594.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,2,6,6,150,1,39,6,159227.0,879938,87880.0,0.3556354129992271,99.99519764399365,1.0,1.0,0.6666666666666666,38116.05128205128,159227.0,0.45776675062907857,0.042374291999294655,0.0111672080020071,0.16856729300343432,ok,247107.0,247107.0,5048.507921653759,968.9890566879664,0.39792957462075135,1.6378500981586255,2.769555226743582,0.9414,4.005613152910962,15000,3435.0,11565.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,2,7,6,150,1,45,6,159227.0,879938,87880.0,0.3556354129992271,99.99519764399365,1.0,1.0,0.6888888888888889,44176.177777777775,117644.0,0.6357011331367773,0.05035587499878602,0.012946582999575185,0.23186975100179552,ok,247107.0,247107.0,5752.584830728839,1050.8751847197398,0.28281634043891696,2.033815535260649,2.7704423841802233,0.9746,4.628892309316099,15000,3328.0,11672.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,2,8,6,150,1,51,6,159227.0,879938,87880.0,0.3556354129992271,99.99519764399365,1.0,1.0,0.6666666666666666,43395.509803921566,86475.0,0.5132618093391336,0.030960957999923266,0.014510124998196261,0.27734083399991505,ok,247107.0,247107.0,13256.22420290099,1733.335560456258,0.24741460530676826,1.9133127281733031,3.6000091414749362,0.9108,4.118692314010221,15000,3385.0,11615.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,2,9,6,150,1,57,6,159227.0,879938,87880.0,0.3556354129992271,99.99519764399365,1.0,1.0,0.6842105263157895,44440.0350877193,96185.0,0.7892013313554972,0.07078804199773003,0.017263375000766246,0.3653922509984113,ok,247107.0,247107.0,8066.9849145286835,1201.3293877558826,0.29839371191496933,2.3250204398646304,2.843426883036615,0.9866,5.086877575857085,15000,3452.0,11548.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,2,10,6,150,1,63,6,159227.0,879938,87880.0,0.3556354129992271,99.99519764399365,1.0,1.0,0.6984126984126984,43364.23809523809,52991.0,0.6745434812981801,0.09976154199830489,0.020286041999497684,0.4854398349962139,ok,247107.0,247107.0,6373.23015235703,1158.0382848834088,0.286102238809149,2.3950055391444143,2.87851863333814,0.9882,5.345102613429419,15000,3265.0,11735.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,2,11,6,150,1,69,6,159227.0,879938,87880.0,0.3556354129992271,99.99519764399365,1.0,1.0,0.7101449275362319,46568.913043478264,100146.0,0.4981649540409039,0.059343708999222144,0.018439250001392793,0.5632227939968288,ok,247107.0,247107.0,6157.569816583035,1027.3916102888265,0.3259694007907034,2.0949734049891364,2.825428364652406,0.9842,5.4607867514225115,15000,3305.0,11695.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,2,12,6,150,1,75,6,159227.0,879938,87880.0,0.3556354129992271,99.99519764399365,1.0,1.0,0.72,44992.56,62895.0,0.6632295833785115,0.06860220900125569,0.01781950000076904,0.6496445029988536,ok,247107.0,247107.0,5305.543199270797,1037.617390746633,0.2890348704125507,2.2626755311338838,2.8742513212097345,0.9842,5.5105642304223625,15000,3412.0,11588.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,2,13,6,150,1,81,6,159227.0,879938,87880.0,0.3556354129992271,99.99519764399365,1.0,1.0,0.7283950617283951,47135.25925925926,121804.0,0.6362027709794199,0.057538084001862444,0.0188766659994144,0.7260592530001304,ok,247107.0,247107.0,5337.812828977197,1024.0467704058947,0.3087466138164786,2.141848005635087,2.848736328860588,0.9828,5.499309326755608,15000,3445.0,11555.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,2,14,6,150,1,87,6,159227.0,879938,87880.0,0.3556354129992271,99.99519764399365,1.0,1.0,0.7241379310344828,47157.28735632184,109097.0,0.9202943330328301,0.12291191600161255,0.018040083999949275,0.8670112530016922,ok,247107.0,247107.0,5502.077737811739,1024.8737476961549,0.3172085571676814,2.0860825150163365,2.885799299697984,0.985,5.658532239762882,15000,3376.0,11624.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,2,15,6,150,1,93,6,159227.0,879938,87880.0,0.3556354129992271,99.99519764399365,1.0,1.0,0.7311827956989247,49332.645161290326,144700.0,0.6051944574371052,0.09005799999795272,0.020259791999706067,0.977329044999351,ok,247107.0,247107.0,6459.3634116963785,1479.9146814006695,0.3129657892233518,1.9889190528401421,3.120694716869226,0.919,4.463017869518268,15000,3328.0,11672.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,2,16,6,150,1,99,6,159227.0,879938,87880.0,0.3556354129992271,99.99519764399365,1.0,1.0,0.7171717171717171,48084.35353535353,115124.0,1.2067332138137339,0.10886891699919943,0.021468832997925347,1.1076667949964758,ok,247107.0,247107.0,5526.232523987262,999.9224472856116,0.3616623956042094,1.7600041026125386,2.7764024411946804,0.9822,5.491962127513494,15000,3392.0,11608.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,2,17,6,150,1,105,6,159227.0,879938,87880.0,0.3556354129992271,99.99519764399365,1.0,1.0,0.7238095238095238,47692.02857142857,95974.0,0.6845235297744543,0.13300999999773921,0.02129162500204984,1.2619684199962649,ok,247107.0,247107.0,5485.445185499338,984.9235677701131,0.3765112166238369,1.6310423541256682,2.735661807259406,0.9792,5.234035123380178,15000,3306.0,11694.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,2,18,6,150,1,111,6,159227.0,879938,87880.0,0.3556354129992271,99.99519764399365,1.0,1.0,0.7297297297297297,48088.61261261261,89667.0,0.658286820386421,0.1393099999986589,0.0222290410019923,1.423507460996916,ok,247107.0,247107.0,5148.0130554135985,975.7639199844033,0.38649005406140646,1.5393699076463785,2.763672929479747,0.959,4.51617502050171,15000,3334.0,11666.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,2,19,6,150,1,117,6,159227.0,879938,87880.0,0.3556354129992271,99.99519764399365,1.0,1.0,0.7350427350427351,47133.094017094016,118018.0,0.6566197677757621,0.14119066700004623,0.023829333997127833,1.5885274619940901,ok,247107.0,247107.0,5167.04262107764,967.2338188187696,0.3989645667779645,1.4870462914110048,2.735006121185022,0.9682,4.711013704418468,15000,3240.0,11760.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,2,20,6,150,1,123,6,159227.0,879938,87880.0,0.3556354129992271,99.99519764399365,1.0,1.0,0.7398373983739838,47530.82113821138,109893.0,0.6972980981084188,0.16285891699953936,0.023440415996446973,1.7748267949900765,ok,247107.0,247107.0,5136.295635624752,956.7893424721705,0.4047886456061613,1.444570401434014,2.731687633275593,0.9648,4.5326914841813295,15000,3334.0,11666.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,2,21,6,150,1,129,6,208000.0,776090,39107.0,0.15825937751662236,99.99900019209424,1.0,1.0,0.7441860465116279,48719.682170542634,208000.0,0.7321029801187626,0.16471941599957063,0.02461941699948511,1.9641656279891322,ok,247107.0,247107.0,4990.724795729665,915.1532527966496,0.3862690833149293,1.4765732926821542,2.680183591143651,0.9746,4.909825127269138,15000,3312.0,11688.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,2,22,6,150,1,135,6,208000.0,776090,39107.0,0.15825937751662236,99.99900019209424,1.0,1.0,0.7333333333333333,49411.637037037035,205162.0,1.1435998600601922,0.29214512500038836,0.02690545899895369,2.2832162119884742,ok,247107.0,247107.0,5075.692770236061,922.5121565509902,0.3840485500258174,1.465560723483457,2.6781493128024225,0.9744,4.878294444088076,15000,3357.0,11643.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,2,23,6,150,1,141,6,208000.0,776090,39107.0,0.15825937751662236,99.99900019209424,1.0,1.0,0.723404255319149,47469.32624113475,8503.0,1.0503403563204303,0.26664125000024796,0.0254547080003249,2.575312169989047,ok,247107.0,247107.0,5065.268413924433,920.3752405158084,0.3889103186705374,1.4014127152601574,2.6444050695849257,0.9728,4.66806301395552,15000,3356.0,11644.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,2,24,6,150,1,147,6,208000.0,776090,39107.0,0.15825937751662236,99.99900019209424,1.0,1.0,0.7142857142857143,46641.707482993195,109983.0,0.7318177368588477,0.3309456249990035,0.03153745800227625,2.937795252990327,ok,247107.0,247107.0,4979.86350838968,897.3491235526062,0.39112325381995927,1.3745526239800168,2.628247427802176,0.9666,4.434785811570068,15000,3431.0,11569.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,2,25,6,150,1,150,3,208000.0,776090,39107.0,0.15825937751662236,99.99900019209424,1.0,1.0,0.7133333333333334,45763.37333333334,6529.0,0.8275642940226842,0.3508860410001944,0.028363542001898168,3.3170448359924194,ok,247107.0,247107.0,4884.356504578683,878.1386428129096,0.3998927029932347,1.3189272708606927,2.6092743298291,0.9584,4.072769345256579,15000,3340.0,11660.0,2,1,2.0,1.0,False,,0.3333333333333333
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,3,0,6,150,1,3,3,0.0,409668,247107.0,1.0,93.70319341923158,0.0,0.0,0.0,0.0,0.0,1.0055793833043412,0.0,0.0,0.0,initial,247107.0,247107.0,,,,,,,,0,,,0,3,,,False,,1.0
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,3,1,6,150,1,9,6,33849.0,1653487,213258.0,0.8630188541805777,98.58587825421084,0.0,0.0,0.4444444444444444,6959.222222222223,33849.0,0.7474573351763404,5.6333999964408576e-05,0.004297125000448432,0.00435345900041284,constant_target_fallback,247107.0,247107.0,7909.099054228617,1427.68,0.0,0.8171530915714472,3.9560373352279044,0.932,1.0,15000,3394.0,11606.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,3,2,6,150,1,15,6,46206.0,963014,200901.0,0.8130121769112166,99.16442283548145,1.0,0.0,0.5333333333333333,12648.466666666667,46206.0,0.24531842162939313,0.016402707999077393,0.006759707997844089,0.027515874997334322,ok,247107.0,247107.0,9761.46425721447,3972.6709410219805,0.3419373624724025,3.108148261653047,21.325621101134637,0.6056,1.628408641807403,15000,3336.0,11664.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,3,3,6,150,1,21,6,46206.0,963014,200901.0,0.8130121769112166,99.16442283548145,1.0,0.0,0.47619047619047616,10236.047619047618,23900.0,0.4807576444503444,0.01749483300227439,0.00837145800323924,0.05338216600284795,ok,247107.0,247107.0,12768.69153991337,5377.349826437026,0.2565537498766582,3.1483893689284965,28.776822812701507,0.7674,2.3662010559050897,15000,3305.0,11695.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,3,4,6,150,1,27,6,52838.0,964246,194269.0,0.7861736009097273,99.40478649020221,1.0,0.0,0.5555555555555556,14095.888888888889,52838.0,0.4599263146864732,0.01915766700039967,0.010115540997503558,0.08265537400075118,ok,247107.0,247107.0,7341.778965334052,1525.5897428680046,0.37701652817329423,2.2252325820938794,3.1704307937367693,0.9542,3.972897953712431,15000,3368.0,11632.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,3,5,6,150,1,33,6,60874.0,966028,186233.0,0.7536532757064753,99.58334234799477,1.0,0.0,0.6060606060606061,18480.030303030304,60874.0,0.45029631182296104,0.022193459000845905,0.011473750000732252,0.11632258300232934,ok,247107.0,247107.0,6855.760387141189,1325.615761410875,0.3589561416319687,2.8229538750666032,2.974496379574385,0.9932,4.492885224644175,15000,3239.0,11761.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,3,6,6,150,1,39,6,60874.0,966028,186233.0,0.7536532757064753,99.58334234799477,1.0,0.0,0.6410256410256411,17774.641025641027,33939.0,0.7245979644685829,0.03574720799952047,0.015430291001393925,0.16750008200324373,ok,247107.0,247107.0,16971.64171698987,2968.8414292008147,0.37286724765147256,2.7604685323465934,3.1745749840057105,0.9622,4.775060303530972,15000,3378.0,11622.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,3,7,6,150,1,45,6,158314.0,965588,88793.0,0.3593301687123392,99.99470593518754,1.0,1.0,0.6666666666666666,25988.88888888889,158314.0,0.3727166506746244,0.052085167000768706,0.01291670800128486,0.2325019570052973,ok,247107.0,247107.0,7244.547294816745,1695.444972303864,0.25997589726652237,3.5879143309701758,3.2444901591289197,0.9922,4.967014593374736,15000,3363.0,11637.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,3,8,6,150,1,51,6,158314.0,965588,88793.0,0.3593301687123392,99.99470593518754,1.0,1.0,0.6862745098039216,31021.392156862745,112646.0,0.4280417590268827,0.0523403330007568,0.014551749998645391,0.2993940400046995,ok,247107.0,247107.0,8993.525102906266,1681.7756328374726,0.3472310255063914,2.8664707342787414,3.0665107374989615,0.9934,6.102873132344603,15000,3306.0,11694.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,3,9,6,150,1,57,6,158314.0,965588,88793.0,0.3593301687123392,99.99470593518754,1.0,1.0,0.6842105263157895,29531.614035087718,95617.0,0.5104249530268269,0.07100745800198638,0.01718991699817707,0.38759141500486294,ok,247107.0,247107.0,9000.276185360537,1972.7839898584016,0.24859961708629505,3.5333044131439832,3.2014758084664727,0.9924,5.841768689440249,15000,3383.0,11617.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,3,10,6,150,1,63,6,158314.0,965588,88793.0,0.3593301687123392,99.99470593518754,1.0,1.0,0.6984126984126984,34247.93650793651,110114.0,0.3981323482729368,0.058387083998240996,0.016500875000929227,0.46247937400403316,ok,247107.0,247107.0,6423.177068084424,1664.248263446946,0.13810526650750551,3.531123896000584,3.1812385961101834,0.9962,5.395404583122753,15000,3361.0,11639.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,3,11,6,150,1,69,6,158314.0,965588,88793.0,0.3593301687123392,99.99470593518754,1.0,1.0,0.7101449275362319,35247.0,98967.0,0.48638594845806177,0.06115012499867589,0.019501709000905976,0.543131208003615,ok,247107.0,247107.0,6719.266987206098,1754.4617219689287,0.07659290979376052,3.4535173842565214,3.184329713775828,0.9944,6.197557633595822,15000,3394.0,11606.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,3,12,6,150,1,75,6,158314.0,965588,88793.0,0.3593301687123392,99.99470593518754,1.0,1.0,0.72,38744.58666666667,128408.0,0.5055810036117869,0.13372420899759163,0.017339000001811655,0.6941944170030183,ok,247107.0,247107.0,6080.15334622673,2161.661081171173,0.19084605686210868,4.192232744829703,3.37383160854569,0.9966,5.225635186692372,15000,3363.0,11637.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,3,13,6,150,1,81,6,158314.0,965588,88793.0,0.3593301687123392,99.99470593518754,1.0,1.0,0.7283950617283951,40495.17283950617,130367.0,0.6341539796577383,0.09260637500119628,0.018607791000249563,0.8054085830044642,ok,247107.0,247107.0,5957.563707209106,2315.7425724548048,0.15062913017448704,4.273213665169344,3.391023076083661,0.9968,5.316864701797959,15000,3403.0,11597.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,3,14,6,150,1,87,6,163738.0,965859,83369.0,0.3373801632491188,99.99598437808342,1.0,1.0,0.735632183908046,41373.50574712644,163738.0,0.5226249668038607,0.12160858300194377,0.020806792002986185,0.9478239580093941,ok,247107.0,247107.0,8071.608150074533,2156.4429515839374,0.23693905710130986,3.5981525581202805,3.1945877530521014,0.9922,6.125473419794065,15000,3343.0,11657.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,3,15,6,150,1,93,6,163738.0,965859,83369.0,0.3373801632491188,99.99598437808342,1.0,1.0,0.7419354838709677,43535.82795698925,123857.0,0.348952029071083,0.14921858399975463,0.020576999999320833,1.1176195420084696,ok,247107.0,247107.0,5872.884827128972,2397.052066621483,0.10246914321759112,4.123487702531575,3.3272189104688805,0.995,5.811337391337042,15000,3324.0,11676.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,3,16,6,150,1,99,6,163738.0,965859,83369.0,0.3373801632491188,99.99598437808342,1.0,1.0,0.7474747474747475,43607.77777777778,98760.0,0.6957928672238173,0.12603341700014425,0.024206165999203222,1.267859125007817,ok,247107.0,247107.0,5885.035884503542,2500.923215372582,0.08488976574813001,4.111600888300474,3.318782257026463,0.9952,6.01152132506831,15000,3366.0,11634.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,3,17,6,150,1,105,6,163738.0,965859,83369.0,0.3373801632491188,99.99598437808342,1.0,1.0,0.7619047619047619,41639.304761904765,15705.0,0.6033957915560485,0.15669591599726118,0.019993165999039775,1.444548207004118,ok,247107.0,247107.0,5723.654556526493,1775.0528060077465,0.18246293562154983,3.3836826681242482,3.1566602631180904,0.994,6.628439720031599,15000,3306.0,11694.0,5,1,5.0,1.0,False,,0.16666666666666666
GP_Matern52_PI_GATE_5T1S,Imperfection-aware,3,18,6,150,1,111,6,163738.0,965859,83369.0,0.3373801632491188,99.99598437808342,1.0,1.0,0.7657657657657657,43314.52252252252,163429.0,0.7246762820253565,0.17609950000041863,0.022470374999102205,1.6431180820036388,ok,247107.0,247107.0,5770.206579496506,2638.405844320255,0.11504957070792188,4.172734992274547,3.3328267758807533,0.9948,5.827630439955251,15000,3266.0,11734.0,5,1,5.0,1.0,False,,0.16666666666666666
