method,family,run,final_best_q,final_simple_regret,final_normalized_regret,final_best_rank_percentile,final_hit_top1pct,final_hit_top0_1pct,final_success_fraction,first_final_best_iteration,first_final_best_n_experiments,experiments_to_90pct_oracle,iteration_to_90pct_oracle,auc_normalized_best,total_fit_seconds,total_acq_seconds,total_seconds,last_surrogate_rmse_raw,last_surrogate_mae_raw,last_surrogate_spearman_raw,last_surrogate_crps,last_surrogate_nll,last_surrogate_coverage95,pool_oracle_best_q,full_grid_best_q
GP_Matern52_PI_GATE_4T1S,Imperfection-aware,0,182263.0,64844.0,0.262412639059193,99.99726282097932,1.0,1.0,0.6933333333333334,8.0,43.0,,,0.6176612425656363,3.569325625001511,0.6063733330047398,4.175698958006251,4926.306290680054,867.6416747955282,0.3718031223577041,1.3840523929439599,2.598993286815286,0.976,247107.0,247107.0
GP_Matern52_PI_GATE_4T1S,Imperfection-aware,1,189068.0,58039.0,0.23487396148227285,99.99795121330787,1.0,1.0,0.7066666666666667,25.0,128.0,,,0.5527411202434572,3.4367443319897575,0.5668778379986179,4.003622169988375,5753.096759787668,995.7943371743661,0.4120789708497957,1.055392910877022,2.400922576188683,0.9464,247107.0,247107.0
GP_Matern52_PI_GATE_4T1S,Imperfection-aware,2,155982.0,91125.0,0.3687673760759509,99.99400115256543,1.0,1.0,0.7133333333333334,11.0,58.0,,,0.5008205622125907,4.136551959010831,0.580862579990935,4.717414539001766,3560.541619090611,653.7042746819893,0.4279818377929329,1.2974060552951605,2.624022295259015,0.9544,247107.0,247107.0
GP_Matern52_PI_GATE_4T1S,Imperfection-aware,3,218753.0,28354.0,0.1147438154321812,99.99950829119388,1.0,1.0,0.5733333333333334,23.0,118.0,,,0.6623762850371162,3.7691968319923035,0.5736790429982648,4.342875874990568,4831.683363644335,859.2103667458613,0.38182579923477994,1.207014213726352,2.461036605893947,0.9746,247107.0,247107.0
GP_Matern52_PI_GATE_4T1S,Imperfection-aware,4,122395.0,124712.0,0.5046882524574374,99.97275933214144,1.0,1.0,0.68,13.0,68.0,,,0.34667593390717377,2.9131242469993595,0.5467199170016102,3.4598441640009696,5685.902886016627,875.554820978263,0.3870376361678533,1.4040059603751023,2.8086639664431883,0.9582,247107.0,247107.0
