method,family,n_runs,final_best_q_mean,final_best_q_std,final_simple_regret_mean,final_normalized_regret_mean,final_best_rank_percentile_mean,hit_top1pct_rate,hit_top0_1pct_rate,success_fraction_mean,first_final_best_iteration_mean,first_final_best_n_experiments_mean,experiments_to_90pct_oracle_mean,iteration_to_90pct_oracle_mean,auc_normalized_best_mean,total_fit_seconds_mean,total_acq_seconds_mean,total_seconds_mean,last_surrogate_rmse_raw_mean,last_surrogate_mae_raw_mean,last_surrogate_spearman_raw_mean,last_surrogate_crps_mean,last_surrogate_nll_mean,last_surrogate_coverage95_mean
GP_Matern52_PI_GATE_4T1S,Imperfection-aware,5,173692.2,36350.39011757646,73414.8,0.29709720890140706,99.99229656203758,1.0,1.0,0.6733333333333333,16.0,83.0,,,0.5360550287931949,3.5649885989987524,0.5749025421988335,4.139891141197586,4951.506183843859,850.3810948752016,0.3961454732806132,1.2695743066435194,2.578727746120024,0.9619199999999999
