method,family,run,final_best_q,final_simple_regret,final_normalized_regret,final_best_rank_percentile,final_hit_top1pct,final_hit_top0_1pct,final_success_fraction,first_final_best_iteration,first_final_best_n_experiments,experiments_to_90pct_oracle,iteration_to_90pct_oracle,auc_normalized_best,total_fit_seconds,total_acq_seconds,total_seconds,last_surrogate_rmse_raw,last_surrogate_mae_raw,last_surrogate_spearman_raw,last_surrogate_crps,last_surrogate_nll,last_surrogate_coverage95,pool_oracle_best_q,full_grid_best_q
GP_Matern52_PI,Acquisition Ablation,0,159714.0,87393.0,0.35366460683023954,99.99541071780963,1.0,1.0,0.6666666666666666,47.0,144.0,,,0.33998863418912223,4.108882541982894,0.9228037510038121,5.031686292986706,6435.442453796631,1080.8126473906102,0.402790157472223,1.0432718912397807,2.7666723104983846,0.9288,247107.0,247107.0
GP_Matern52_PI,Acquisition Ablation,1,150817.0,96290.0,0.38966925259098284,99.99224739115698,1.0,1.0,0.5866666666666667,25.0,78.0,,,0.49834682868521873,5.287365211006545,0.9275213299843017,6.214886540990847,6114.283329756111,1010.0600623734994,0.2528373026796633,1.7615905513442631,2.8325104385235798,0.9794,247107.0,247107.0
GP_Matern52_PI,Acquisition Ablation,2,217713.0,29394.0,0.1189525185445981,99.9994263397262,1.0,1.0,0.5666666666666667,18.0,57.0,,,0.6926824560755843,5.40220904099624,0.9293826690154674,6.331591710011708,5118.499436754973,838.4595517150972,0.3806549233338286,1.0490854201864428,2.4485549973472835,0.9514,247107.0,247107.0
GP_Matern52_PI,Acquisition Ablation,3,222233.0,24874.0,0.10066084732524777,99.99983609706463,1.0,1.0,0.68,48.0,147.0,,,0.7676408129569253,5.078681874991162,0.9333901700119895,6.012072045003151,5912.893448716553,1085.4249231689296,0.41911400026274465,1.1880524395483154,2.5826989283527,0.916,247107.0,247107.0
GP_Matern52_PI,Acquisition Ablation,4,186121.0,60986.0,0.24679996924409264,99.9976561880242,1.0,1.0,0.7,25.0,78.0,,,0.5558740025286905,6.317669792999368,0.9031837009824812,7.220853493981849,5307.978187044087,945.5353519820321,0.37123957836162164,1.6688461034657862,2.7803645620384296,0.966,247107.0,247107.0
GP_Matern52_PI_GATE_2T1S,Imperfection-aware,0,155545.0,91562.0,0.37053584074914914,99.99391920109775,1.0,1.0,0.66,8.0,27.0,,,0.5860021557215196,4.819593165993865,0.8858769170001324,5.7054700829939975,6304.733370668527,1049.2177337140743,0.41502027515478995,0.9371283302323616,2.499603722426505,0.9312,247107.0,247107.0
GP_Matern52_PI_GATE_2T1S,Imperfection-aware,1,151318.0,95789.0,0.38764179080317435,99.99249324556003,1.0,1.0,0.6333333333333333,35.0,108.0,,,0.45214049635442566,6.516629662990454,0.92324158098927,7.439871243979724,6434.4509342226165,1282.5699090184128,0.19731180075274793,2.729321435374647,3.000045388223149,0.9934,247107.0,247107.0
GP_Matern52_PI_GATE_2T1S,Imperfection-aware,2,218787.0,28320.0,0.11460622321504449,99.99952468148743,1.0,1.0,0.5866666666666667,18.0,57.0,,,0.6722351459249704,5.450717124000221,0.9415018709951255,6.392218994995346,6097.834179143629,999.9420456023324,0.4225546848695071,1.2261504841514674,2.463663673537041,0.984,247107.0,247107.0
GP_Matern52_PI_GATE_2T1S,Imperfection-aware,3,57722.0,189385.0,0.7664088836010311,99.52504207388351,1.0,0.0,0.66,30.0,93.0,,,0.21864179633659483,5.171400921000895,0.8425464559986722,6.0139473769995675,7460.503181364348,1326.8403558368257,0.12637392023958247,1.9487290411209677,2.8303415395407066,0.9878,247107.0,247107.0
GP_Matern52_PI_GATE_2T1S,Imperfection-aware,4,149913.0,97194.0,0.3933275868348529,99.99193597557976,1.0,1.0,0.5733333333333334,41.0,126.0,,,0.338137292091016,6.897598291987379,0.8831020380021073,7.780700329989486,7530.251807961605,1236.0323167322417,0.31479685014741293,1.4535095600626395,2.5472635580016765,0.9806,247107.0,247107.0
