method,family,n_runs,final_best_q_mean,final_best_q_std,final_simple_regret_mean,final_normalized_regret_mean,final_best_rank_percentile_mean,hit_top1pct_rate,hit_top0_1pct_rate,success_fraction_mean,first_final_best_iteration_mean,first_final_best_n_experiments_mean,experiments_to_90pct_oracle_mean,iteration_to_90pct_oracle_mean,auc_normalized_best_mean,total_fit_seconds_mean,total_acq_seconds_mean,total_seconds_mean,last_surrogate_rmse_raw_mean,last_surrogate_mae_raw_mean,last_surrogate_spearman_raw_mean,last_surrogate_crps_mean,last_surrogate_nll_mean,last_surrogate_coverage95_mean
GP_Matern52_PI,Acquisition Ablation,5,178456.8,59751.602402780794,68650.2,0.27781568308465565,99.95257304662121,1.0,0.8,0.6693333333333333,24.4,100.6,,,0.48817946137568813,4.79460835140344,0.7617665067969938,5.556374858200433,6382.871106888144,1174.1535549681896,0.3785333856064335,1.4518789804572034,2.5703011512602094,0.9566800000000001
GP_Matern52_PI_GATE_3T1S,Imperfection-aware,5,148341.2,55277.20022938933,98765.8,0.3996883940964845,99.92338848994913,1.0,0.8,0.6493333333333333,22.6,93.4,,,0.4304039206563214,4.945435434399405,0.7337403419995099,5.679175776398916,6617.343549958733,1116.737562687094,0.3339994184217564,1.554089432953381,2.6847267321470225,0.9730399999999999
