method,family,run,iteration,configured_batch_size,configured_budget,configured_exploration,n_experiments,batch_size_added,best_q,best_pool_idx,simple_regret,normalized_regret,best_rank_percentile,hit_top1pct,hit_top0_1pct,success_fraction_selected,mean_q_selected,last_batch_best_q,mean_pairwise_batch_distance,fit_seconds,acq_seconds,cum_seconds,status,pool_oracle_best_q,full_grid_best_q,surrogate_rmse_raw,surrogate_mae_raw,surrogate_spearman_raw,surrogate_crps,surrogate_nll,surrogate_coverage95,surrogate_mean_sd,n_acq_candidates,n_trustworthy_candidates,n_suspicious_candidates,selected_trustworthy,selected_suspicious,requested_trustworthy,requested_suspicious,gate_fallback,fallback_slots,selected_suspicious_fraction
GP_Matern52_PI,Acquisition Ablation,0,0,4,150,1,3,3,0.0,2370341,247107.0,1.0,93.70319341923158,0.0,0.0,0.0,0.0,0.0,1.0123451313576954,0.0,0.0,0.0,initial,247107.0,247107.0,,,,,,,,0,,,0,3,,,False,,1.0
GP_Matern52_PI,Acquisition Ablation,0,1,4,150,1,7,4,45710.0,1041565,201397.0,0.8150194045494462,99.1430826732962,1.0,0.0,0.14285714285714285,6530.0,45710.0,0.9344054223820989,0.00014191700029186904,0.00881820799986599,0.00896012500015786,constant_target_fallback,247107.0,247107.0,8794.15225607335,1574.217,0.0,0.8138185086950146,3.9690805000534337,0.9332,1.0,15000,3347.0,11653.0,1,3,,,False,,0.75
GP_Matern52_PI,Acquisition Ablation,0,2,4,150,1,11,4,65281.0,871546,181826.0,0.7358188962676088,99.64885435126234,1.0,0.0,0.45454545454545453,23195.545454545456,65281.0,0.3007470483054851,0.01781825000216486,0.007322541998291854,0.03410091700061457,ok,247107.0,247107.0,10803.02166753662,3393.3025508384226,0.34748363581539254,1.9012618035847688,4.730972954409093,0.811,1.9673324147032265,15000,3346.0,11654.0,4,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,0,3,4,150,1,15,4,110444.0,779641,136663.0,0.5530519167809896,99.94609232455666,1.0,1.0,0.5333333333333333,30979.2,110444.0,0.34083665737391633,0.01407916700190981,0.00886270899718511,0.05704279299970949,ok,247107.0,247107.0,13336.264587036583,4162.668406376494,0.34421151542946765,1.9914794764285355,7.196264317123448,0.7798,1.7671816523460417,15000,3351.0,11649.0,4,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,0,4,4,150,1,19,4,116904.0,693735,130203.0,0.5269093955250155,99.96387579304435,1.0,1.0,0.5789473684210527,33841.36842105263,116904.0,0.47263802312602327,0.01767399999880581,0.010375624999142019,0.08509241799765732,ok,247107.0,247107.0,7479.551912655038,1459.104438567527,0.41072396500044694,1.338739007110896,3.1685590159230435,0.922,2.798584261915841,15000,3350.0,11650.0,4,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,0,5,4,150,1,23,4,116904.0,693735,130203.0,0.5269093955250155,99.96387579304435,1.0,1.0,0.5652173913043478,30297.869565217392,49248.0,0.43447102840412216,0.016772832997958176,0.00986995900166221,0.1117352099972777,ok,247107.0,247107.0,14542.618552119526,2477.87215570024,0.3397515951799939,2.4814051627350473,2.9791978404215196,0.9518,4.708593440403382,15000,3324.0,11676.0,3,1,,,False,,0.25
GP_Matern52_PI,Acquisition Ablation,0,6,4,150,1,27,4,116904.0,693735,130203.0,0.5269093955250155,99.96387579304435,1.0,1.0,0.48148148148148145,25809.296296296296,0.0,0.6104460911358621,0.011613290997047443,0.010091041000123369,0.13343954199444852,ok,247107.0,247107.0,14677.53561085428,2777.3976228781644,0.12493230630993006,3.5756158934574835,4.88176597660643,0.9848,5.129958076096731,15000,3342.0,11658.0,2,2,,,False,,0.5
GP_Matern52_PI,Acquisition Ablation,0,7,4,150,1,31,4,116904.0,693735,130203.0,0.5269093955250155,99.96387579304435,1.0,1.0,0.4838709677419355,25265.774193548386,46060.0,0.6291620333881207,0.024149417000444373,0.010978166999848327,0.16856712599474122,ok,247107.0,247107.0,12538.087211650321,2103.727076795013,0.1785541003679782,2.0999310639401103,3.357584757261543,0.9706,4.36976807182037,15000,3271.0,11729.0,2,2,,,False,,0.5
GP_Matern52_PI,Acquisition Ablation,0,8,4,150,1,35,4,116904.0,693735,130203.0,0.5269093955250155,99.96387579304435,1.0,1.0,0.5428571428571428,26499.571428571428,46146.0,0.6228439261502426,0.02686549999998533,0.014946625000447966,0.21037925099517452,ok,247107.0,247107.0,7814.896967670585,1445.769361321757,0.253652459372341,2.1781115403741373,2.759334512794918,0.9958,4.617627283939873,15000,3379.0,11621.0,4,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,0,9,4,150,1,39,4,116904.0,693735,130203.0,0.5269093955250155,99.96387579304435,1.0,1.0,0.5897435897435898,30065.666666666668,101737.0,0.617747323805576,0.0424245840004005,0.016209750003326917,0.26901358499890193,ok,247107.0,247107.0,7474.218195020604,1407.9075050410322,0.2459812080056802,2.270971914696675,2.792612425080051,0.9954,4.72366428171961,15000,3286.0,11714.0,4,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,0,10,4,150,1,43,4,116904.0,693735,130203.0,0.5269093955250155,99.96387579304435,1.0,1.0,0.627906976744186,37314.04651162791,111596.0,0.16107193813281653,0.02546937499937485,0.016505874998983927,0.3109888349972607,ok,247107.0,247107.0,7238.470939197483,1390.941034883055,0.25140260529369,2.3216441327010577,2.8160097150830232,0.994,4.863730953598368,15000,3408.0,11592.0,4,0,,,False,,0.0
