method,family,run,final_best_q,final_simple_regret,final_normalized_regret,final_best_rank_percentile,final_hit_top1pct,final_hit_top0_1pct,final_success_fraction,first_final_best_iteration,first_final_best_n_experiments,experiments_to_90pct_oracle,iteration_to_90pct_oracle,auc_normalized_best,total_fit_seconds,total_acq_seconds,total_seconds,last_surrogate_rmse_raw,last_surrogate_mae_raw,last_surrogate_spearman_raw,last_surrogate_crps,last_surrogate_nll,last_surrogate_coverage95,pool_oracle_best_q,full_grid_best_q
GP_Matern52_PI,Acquisition Ablation,0,218507.0,28600.0,0.11573933559146443,99.99947551060681,1.0,1.0,0.6866666666666666,23.0,118.0,,,0.6265537466225833,3.4470449980035482,0.6547352100133139,4.101780208016862,6252.997768534635,1159.110086447267,0.413254782818155,1.5589375668800176,2.7170588695356344,0.9714,247107.0,247107.0
GP_Matern52_PI,Acquisition Ablation,1,150909.0,96198.0,0.38929694423873057,99.99229656203758,1.0,1.0,0.7066666666666667,29.0,148.0,,,0.22306686307281193,2.8910857070040947,0.5834302490038681,3.474515956007963,5951.8309116282035,953.3565746461439,0.417138574257252,1.0011343198978102,2.4765911345164406,0.9472,247107.0,247107.0
GP_Matern52_PI,Acquisition Ablation,2,151964.0,95143.0,0.38502753867757694,99.9927882708437,1.0,1.0,0.6,16.0,83.0,,,0.4862867772530389,3.059706293992349,0.6544192520013894,3.7141255459937383,107082.72449886698,4948.845224990469,0.37257840556745997,1.7397877271513595,2.7766340999591557,0.9772,247107.0,247107.0
GP_Matern52_PI,Acquisition Ablation,3,143257.0,103850.0,0.420263286754321,99.98898572274311,1.0,1.0,0.7333333333333333,26.0,133.0,,,0.4513206154958515,3.432039079008973,0.6321613330001128,4.064200412009086,4538.768784153561,776.7032960958182,0.41902470558881333,1.3569983564117498,2.692291454094491,0.9558,247107.0,247107.0
GP_Matern52_PI,Acquisition Ablation,4,159327.0,87780.0,0.3552307300076485,99.99526320516779,1.0,1.0,0.6733333333333333,25.0,128.0,,,0.42974642563747695,3.688496918992314,0.6132356249909208,4.301732543983235,5879.263506492663,981.5605514856746,0.3739775771108524,1.9707795888547932,2.7052315956998436,0.9804,247107.0,247107.0
GP_Matern52_PI_GATE_4T1S,Imperfection-aware,0,182263.0,64844.0,0.262412639059193,99.99726282097932,1.0,1.0,0.6933333333333334,8.0,43.0,,,0.6176612425656363,3.5676384149992373,0.5605386260176601,4.128177041016897,4926.306290680054,867.6416747955282,0.3718031223577041,1.3840523929439599,2.598993286815286,0.976,247107.0,247107.0
GP_Matern52_PI_GATE_4T1S,Imperfection-aware,1,189068.0,58039.0,0.23487396148227285,99.99795121330787,1.0,1.0,0.7066666666666667,25.0,128.0,,,0.5527411202434572,3.2838672919897363,0.5436345820016868,3.827501873991423,5753.096759787668,995.7943371743661,0.4120789708497957,1.055392910877022,2.400922576188683,0.9464,247107.0,247107.0
GP_Matern52_PI_GATE_4T1S,Imperfection-aware,2,155982.0,91125.0,0.3687673760759509,99.99400115256543,1.0,1.0,0.7133333333333334,11.0,58.0,,,0.5008205622125907,3.8706813789976877,0.5481222910129873,4.418803670010675,3560.541619090611,653.7042746819893,0.4279818377929329,1.2974060552951605,2.624022295259015,0.9544,247107.0,247107.0
GP_Matern52_PI_GATE_4T1S,Imperfection-aware,3,218753.0,28354.0,0.1147438154321812,99.99950829119388,1.0,1.0,0.5733333333333334,23.0,118.0,,,0.6623762850371162,3.600748957000178,0.55490029100838,4.155649248008558,4831.683363644335,859.2103667458613,0.38182579923477994,1.207014213726352,2.461036605893947,0.9746,247107.0,247107.0
GP_Matern52_PI_GATE_4T1S,Imperfection-aware,4,122395.0,124712.0,0.5046882524574374,99.97275933214144,1.0,1.0,0.68,13.0,68.0,,,0.34667593390717377,3.074945205993572,0.5455600369896274,3.6205052429831994,5685.902886016627,875.554820978263,0.3870376361678533,1.4040059603751023,2.8086639664431883,0.9582,247107.0,247107.0
