method,family,run,iteration,configured_batch_size,configured_budget,configured_exploration,n_experiments,batch_size_added,best_q,best_pool_idx,simple_regret,normalized_regret,best_rank_percentile,hit_top1pct,hit_top0_1pct,success_fraction_selected,mean_q_selected,last_batch_best_q,mean_pairwise_batch_distance,fit_seconds,acq_seconds,cum_seconds,status,pool_oracle_best_q,full_grid_best_q,surrogate_rmse_raw,surrogate_mae_raw,surrogate_spearman_raw,surrogate_crps,surrogate_nll,surrogate_coverage95,surrogate_mean_sd,n_acq_candidates,n_trustworthy_candidates,n_suspicious_candidates,selected_trustworthy,selected_suspicious,requested_trustworthy,requested_suspicious,gate_fallback,fallback_slots,selected_suspicious_fraction
GP_Matern52_PI,Acquisition Ablation,0,0,5,150,1,3,3,0.0,2370341,247107.0,1.0,93.70319341923158,0.0,0.0,0.0,0.0,0.0,1.0123451313576954,0.0,0.0,0.0,initial,247107.0,247107.0,,,,,,,,0,,,0,3,,,False,,1.0
GP_Matern52_PI,Acquisition Ablation,0,1,5,150,1,8,5,45710.0,1041565,201397.0,0.8150194045494462,99.1430826732962,1.0,0.0,0.125,5713.75,45710.0,1.0244301206542628,0.00011737499880837277,0.008220624997193227,0.0083379999960016,constant_target_fallback,247107.0,247107.0,8794.15225607335,1574.217,0.0,0.8138185086950146,3.9690805000534337,0.9332,1.0,15000,3347.0,11653.0,2,3,,,False,,0.6
GP_Matern52_PI,Acquisition Ablation,0,2,5,150,1,13,5,65281.0,871546,181826.0,0.7358188962676088,99.64885435126234,1.0,0.0,0.46153846153846156,20813.923076923078,65281.0,0.37172356385225963,0.018211040998721728,0.008198499999707565,0.03474754099443089,ok,247107.0,247107.0,10510.737809834724,3285.5524311535796,0.3481575328432913,1.819807348767927,4.898176703900038,0.8036,1.6373739811896089,15000,3369.0,11631.0,5,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,0,3,5,150,1,18,5,113242.0,793496,133865.0,0.5417288866766219,99.95487752189251,1.0,1.0,0.5555555555555556,38858.61111111111,113242.0,0.3678003354209559,0.013667208000697428,0.009229208000760991,0.05764395699588931,ok,247107.0,247107.0,11378.34667450104,3453.1332765560733,0.3491229692638747,1.9469794125624444,5.943549157447333,0.787,1.679675190887379,15000,3358.0,11642.0,5,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,0,4,5,150,1,23,5,145900.0,785458,101207.0,0.4095675152869,99.99087060649987,1.0,1.0,0.6521739130434783,45783.95652173913,145900.0,0.32184084827134146,0.01476787499996135,0.010234542001853697,0.08264637399770436,ok,247107.0,247107.0,9351.157120148597,1755.1105592312813,0.4087717577444689,1.317149692698487,2.970586400818029,0.922,2.8731669935096975,15000,3346.0,11654.0,5,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,0,5,5,150,1,28,5,145900.0,785458,101207.0,0.4095675152869,99.99087060649987,1.0,1.0,0.6071428571428571,42111.42857142857,122848.0,0.2110686069791011,0.022219792001124006,0.01102362500023446,0.11588979099906282,ok,247107.0,247107.0,7608.198743547178,1431.5945569719604,0.41368722719080264,1.3171106810854225,2.749628713774699,0.9408,3.007351984789099,15000,3342.0,11658.0,5,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,0,6,5,150,1,33,5,146467.0,871632,100640.0,0.40727296272464963,99.99111646090292,1.0,1.0,0.6666666666666666,47944.606060606064,146467.0,0.5564253228016838,0.03004108300228836,0.012799584001186304,0.1587304580025375,ok,247107.0,247107.0,11063.082379778789,1745.7378011413566,0.40810536391191027,2.9061961563909144,3.0338102601020087,0.9978,6.129760284770471,15000,3397.0,11603.0,5,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,0,7,5,150,1,38,5,146467.0,871632,100640.0,0.40727296272464963,99.99111646090292,1.0,1.0,0.7105263157894737,51124.36842105263,91448.0,0.4092311028282813,0.053405041002406506,0.014579125003365334,0.22671462400830933,ok,247107.0,247107.0,12863.59593934792,2812.9789957343983,0.18133253727348161,3.073293201404408,4.292466906054027,0.9626,5.301935906019014,15000,3272.0,11728.0,5,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,0,8,5,150,1,43,5,146467.0,871632,100640.0,0.40727296272464963,99.99111646090292,1.0,1.0,0.7441860465116279,54731.6976744186,105567.0,0.5240699984317632,0.03436191599757876,0.014484084000287112,0.2755606240061752,ok,247107.0,247107.0,6207.1777686159985,1361.826468741335,0.41051917356118434,2.6791145581736173,3.042073586670481,0.993,7.069331044301888,15000,3411.0,11589.0,5,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,0,9,5,150,1,48,5,146467.0,871632,100640.0,0.40727296272464963,99.99111646090292,1.0,1.0,0.6875,51302.8125,109072.0,0.4559404517118101,0.07292033300109324,0.018589541999972425,0.36707049900724087,ok,247107.0,247107.0,10800.792104966253,2915.213807253994,0.18515868733486054,3.19844688261779,4.516230639907939,0.9588,5.512060132864943,15000,3363.0,11637.0,2,3,,,False,,0.6
GP_Matern52_PI,Acquisition Ablation,0,10,5,150,1,53,5,146467.0,871632,100640.0,0.40727296272464963,99.99111646090292,1.0,1.0,0.7169811320754716,52456.301886792455,101978.0,0.5170965623016124,0.06552237500000047,0.01775820799957728,0.4503510820068186,ok,247107.0,247107.0,5479.467597080872,1099.970028715802,0.3763897158822756,2.301017783042609,2.927854311021468,0.9898,6.436656346165683,15000,3363.0,11637.0,5,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,0,11,5,150,1,58,5,146467.0,871632,100640.0,0.40727296272464963,99.99111646090292,1.0,1.0,0.7413793103448276,54437.93103448276,119832.0,0.5847573630207697,0.06050045899974066,0.019621166997239925,0.5304727080037992,ok,247107.0,247107.0,5194.065592354151,1043.2041511161895,0.38043793947556476,2.241906575456049,2.9205701152495154,0.9876,6.422249161622558,15000,3340.0,11660.0,5,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,0,12,5,150,1,63,5,146467.0,871632,100640.0,0.40727296272464963,99.99111646090292,1.0,1.0,0.7142857142857143,51100.69841269841,37147.0,1.212783600715978,0.09768904099837528,0.02007570800196845,0.6482374570041429,ok,247107.0,247107.0,5444.3580922954825,1130.5541414657569,0.3794077413171631,2.2265364610315177,2.928976870424502,0.985,6.430037809715649,15000,3362.0,11638.0,2,3,,,False,,0.6
GP_Matern52_PI,Acquisition Ablation,0,13,5,150,1,68,5,146467.0,871632,100640.0,0.40727296272464963,99.99111646090292,1.0,1.0,0.6617647058823529,47343.294117647056,0.0,0.5950429653267048,0.06320791699909023,0.02378395800042199,0.7352293320036551,ok,247107.0,247107.0,5226.786860179292,979.1678210980233,0.40819149988017445,1.933918505937975,2.8231751600730126,0.9844,5.881854502574936,15000,3456.0,11544.0,1,4,,,False,,0.8
GP_Matern52_PI,Acquisition Ablation,0,14,5,150,1,73,5,146467.0,871632,100640.0,0.40727296272464963,99.99111646090292,1.0,1.0,0.684931506849315,48248.71232876712,107473.0,0.31307864063250646,0.09884195800259477,0.019765709002967924,0.8538369990092178,ok,247107.0,247107.0,5179.258586502139,971.1624241320318,0.41704741221876773,1.7595001436342066,2.747841804091087,0.9838,5.420810890303695,15000,3332.0,11668.0,5,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,0,15,5,150,1,78,5,146467.0,871632,100640.0,0.40727296272464963,99.99111646090292,1.0,1.0,0.7051282051282052,47795.94871794872,98223.0,0.51618446338106,0.1339388339983998,0.022883749999891734,1.0106595830075094,ok,247107.0,247107.0,5095.4441818462365,937.7736119357035,0.4188969614599173,1.7224058937693487,2.7352904245007834,0.981,5.322557843249737,15000,3284.0,11716.0,5,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,0,16,5,150,1,83,5,146467.0,871632,100640.0,0.40727296272464963,99.99111646090292,1.0,1.0,0.6746987951807228,46191.73493975904,105830.0,0.9766394999285465,0.12204387500241864,0.02637045800292981,1.1590739160128578,ok,247107.0,247107.0,5119.662589483016,945.2218887338285,0.41874141674801457,1.7082636824778008,2.7291015944020436,0.98,5.219597771212715,15000,3400.0,11600.0,2,3,,,False,,0.6
GP_Matern52_PI,Acquisition Ablation,0,17,5,150,1,88,5,146467.0,871632,100640.0,0.40727296272464963,99.99111646090292,1.0,1.0,0.6931818181818182,46601.681818181816,113633.0,0.4783105252751059,0.09789349999846308,0.023705708001216408,1.2806731240125373,ok,247107.0,247107.0,5136.669820902782,948.5225225901786,0.41921994766225046,1.6600174164560506,2.691330156252499,0.9794,4.973461921601485,15000,3404.0,11596.0,5,0,,,False,,0.0
GP_Matern52_PI,Acquisition Ablation,0,18,5,150,1,93,5,146467.0,871632,100640.0,0.40727296272464963,99.99111646090292,1.0,1.0,0.6666666666666666,44656.55913978495,52112.0,0.595052505306924,0.11450295900067431,0.024554166000598343,1.41973024901381,ok,247107.0,247107.0,5083.4188020024585,943.6225044175446,0.418420146388809,1.6842023066162437,2.7244044259464797,0.9712,4.833417071677699,15000,3303.0,11697.0,1,4,,,False,,0.8
GP_Matern52_PI,Acquisition Ablation,0,19,5,150,1,98,5,146467.0,871632,100640.0,0.40727296272464963,99.99111646090292,1.0,1.0,0.6326530612244898,42378.163265306124,0.0,0.5616843773316623,0.11827958299909369,0.025538999998389045,1.5635488320112927,ok,247107.0,247107.0,5102.559765768654,952.717533517223,0.41838568412710203,1.6136999096387425,2.719205293547357,0.9664,4.574150688569127,15000,3366.0,11634.0,0,5,,,False,,1.0
