method,method_label,round,catastrophic_error_rate_mean,catastrophic_error_rate_std,catastrophic_error_rate_sem,n_catastrophic_errors_mean,n_catastrophic_errors_std,n_catastrophic_errors_sem,mean_abs_log_error_mean,mean_abs_log_error_std,mean_abs_log_error_sem,median_abs_log_error_mean,median_abs_log_error_std,median_abs_log_error_sem,max_abs_log_error_mean,max_abs_log_error_std,max_abs_log_error_sem,rmse_log_error_mean,rmse_log_error_std,rmse_log_error_sem,signed_log_error_mean_mean,signed_log_error_mean_std,signed_log_error_mean_sem,gate_fallback_count_mean,gate_fallback_count_max,catastrophic_error_rate_ci95_low,catastrophic_error_rate_ci95_high,n_catastrophic_errors_ci95_low,n_catastrophic_errors_ci95_high,mean_abs_log_error_ci95_low,mean_abs_log_error_ci95_high,median_abs_log_error_ci95_low,median_abs_log_error_ci95_high,max_abs_log_error_ci95_low,max_abs_log_error_ci95_high,rmse_log_error_ci95_low,rmse_log_error_ci95_high,signed_log_error_mean_ci95_low,signed_log_error_mean_ci95_high,error_auc_mean,error_auc_std,error_auc_sem,error_auc_ci95_low,error_auc_ci95_high
pi_uncertainty,PI + Uncertainty,2,0.325,0.13717065820970684,0.030672291627529408,6.5,2.7434131641941364,0.613445832550588,1.8610820009054962,0.7615827675704047,0.17029508387798473,0.42150412609801835,0.25962887440318605,0.0580547812087279,9.668857756406052,2.9112067440318365,0.6509656176211017,3.48580571530021,1.274919220199788,0.2850806042187749,-1.2500635301828749,0.9859371213669559,0.22046224249169732,0.0,0,0.26488230841004234,0.3851176915899577,5.297646168200847,7.702353831799153,1.5273036365046462,2.1948603653063463,0.30771675492891165,0.535291497267125,8.392965145868692,10.944750366943412,2.9270477310314114,4.044563699569009,-1.6821695254666016,-0.8179575348991481,0.3146428571428571,0.11926365110442631,0.026668163111431505,0.2623732574444514,0.36691245684126284
pi_uncertainty,PI + Uncertainty,3,0.3125,0.11570720761792173,0.025872918172035447,6.25,2.3141441523584345,0.517458363440709,1.8185611250282796,0.6966565450134239,0.15577713916201583,0.40158257194151803,0.2574624550633762,0.057570355117569416,9.614214404332738,2.6948464197320705,0.6025859783442841,3.4257814264902584,1.1881043134061238,0.26566820091368076,-1.2288265721918283,0.9137489086239011,0.20432046740492865,0.0,0,0.2617890803828105,0.3632109196171895,5.235781607656211,7.264218392343789,1.5132379322707286,2.1238843177858304,0.288744675911082,0.5144204679719541,8.433145886777941,10.795282921887535,2.905071752699444,3.9464911002810728,-1.6292946883054884,-0.8283584560781682,0.3146428571428571,0.11926365110442631,0.026668163111431505,0.2623732574444514,0.36691245684126284
pi_uncertainty,PI + Uncertainty,4,0.325,0.12721717858180864,0.028446625921465442,6.5,2.5443435716361726,0.5689325184293088,1.8220844574297916,0.7563237042513221,0.16911912157004028,0.41222453668412473,0.3378565921200618,0.0755470306626878,9.653169978511846,2.129764433907922,0.4762298050279471,3.418674819848499,1.1803490480200223,0.26393407085499326,-1.3035303994580854,0.9728899769314652,0.21754481230469583,0.0,0,0.26924461319392773,0.3807553868060723,5.384892263878555,7.615107736121445,1.4906109791525126,2.1535579357070707,0.26415235658525665,0.5602967167829929,8.719759560657069,10.586580396366623,2.9013640409727124,3.9359855987242858,-1.7299182315752892,-0.8771425673408815,0.3146428571428571,0.11926365110442631,0.026668163111431505,0.2623732574444514,0.36691245684126284
pi_uncertainty,PI + Uncertainty,5,0.3,0.1357241785076592,0.0303488489333442,6.0,2.7144835701531846,0.6069769786668839,1.6889259945251247,0.8087944623096696,0.18085193975498126,0.3671962351215785,0.3156238118528875,0.07057562986206603,9.201149413209766,2.840210656057406,0.6350904097363632,3.2226777640350357,1.2860522486388375,0.2875700250572902,-1.236042800791429,0.8543242530575341,0.19103271046633788,0.0,0,0.24051625609064536,0.3594837439093546,4.810325121812907,7.189674878187093,1.3344561926053615,2.043395796444888,0.22886800059192908,0.505524469651228,7.956372210126494,10.445926616293038,2.659040514922747,3.786315013147324,-1.6104669133054512,-0.8616186882774068,0.3146428571428571,0.11926365110442631,0.026668163111431505,0.2623732574444514,0.36691245684126284
pi_uncertainty,PI + Uncertainty,6,0.3,0.12565617248750865,0.02809757434745082,6.0,2.513123449750173,0.5619514869490163,1.7000971179981565,0.7050648060027588,0.15765728347648703,0.369897339977424,0.20705546705674754,0.04629900994518558,9.48508141445729,2.3463289090151362,0.5246550938130763,3.2756619593038563,1.103200189322396,0.24668306161155143,-1.1438098067238758,0.7450643663816503,0.1666014570842179,0.0,0,0.24492875427899638,0.35507124572100357,4.898575085579928,7.101424914420072,1.391088842384242,2.0091053936120713,0.27915128048486026,0.4606433994699878,8.45675743058366,10.51340539833092,2.7921631585452156,3.759160760062497,-1.4703486626089428,-0.8172709508388087,0.3146428571428571,0.11926365110442631,0.026668163111431505,0.2623732574444514,0.36691245684126284
pi_uncertainty,PI + Uncertainty,7,0.2875,0.1255252123972249,0.028068290781029417,5.75,2.5105042479444974,0.5613658156205884,1.5870839548389455,0.7380469395309631,0.16503231273769103,0.37866845014786465,0.20490666409173613,0.04581852299518373,9.020529151901567,2.9018104364785837,0.6488645393784448,3.069152337031568,1.2612677920349997,0.28202805208213283,-1.1227354765947535,0.7636902006213282,0.1707663202339742,0.0,0,0.23248615006918233,0.3425138499308176,4.649723001383647,6.850276998616353,1.263620621873071,1.91054728780482,0.28886414507730457,0.46847275521842474,7.748754654719815,10.292303649083319,2.5163773549505875,3.6219273191125483,-1.457437464253343,-0.788033488936164,0.3146428571428571,0.11926365110442631,0.026668163111431505,0.2623732574444514,0.36691245684126284
imperfection_aware,Imperfection-aware,0,0.3525,0.13999530067300942,0.031303900883537114,7.05,2.799906013460189,0.6260780176707422,2.2094630891815354,1.0111683996329472,0.22610412782789432,0.7036535487072457,0.9796169446686253,0.2190490080189696,10.412960757449493,2.1006618084914166,0.4697222601524451,3.9182659033551444,1.2857344465157845,0.2874989623422362,-1.5541595852012489,1.2738476661624027,0.28484099745185903,0.0,0,0.29114435426826724,0.4138556457317327,5.822887085365345,8.277112914634655,1.7662989986388626,2.6526271797242083,0.2743174929900653,1.132989604424426,9.4923051275507,11.333616387348286,3.3547679371643615,4.481763869545928,-2.1124479402068923,-0.9958712301956052,0.3082142857142857,0.1155771720832748,0.025843841342539347,0.2575603566829086,0.35886821474566283
imperfection_aware,Imperfection-aware,1,0.35,0.12977713690461004,0.029019050004400467,7.0,2.5955427380922003,0.5803810000880093,2.176196964298304,1.0301269640759578,0.23034339171293255,0.5077489747935049,0.4037790763450155,0.09028774625995317,9.833767295399856,2.619319515446458,0.585697649133009,3.8502343024367582,1.504051107938189,0.33631605189836644,-1.5341239115792789,1.19650873949345,0.2675474877179942,0.0,0,0.29312266199137504,0.4068773380086249,5.862453239827502,8.137546760172498,1.724723916540956,2.6276700120556518,0.3307849921239967,0.6847129574630131,8.685799903099158,10.981734687700554,3.1910548407159602,4.509413764157556,-2.0585169875065477,-1.0097308356520103,0.3082142857142857,0.1155771720832748,0.025843841342539347,0.2575603566829086,0.35886821474566283
imperfection_aware,Imperfection-aware,2,0.32,0.1341640786499874,0.03,6.4,2.6832815729997477,0.6,1.8563073285520617,0.7674508229867683,0.1716072209586572,0.40727556956800104,0.2714067978576355,0.06068840495652171,9.674223700919615,2.807735082434776,0.6278286507135135,3.459141247260225,1.2791297095103293,0.28602209825046554,-1.2770245975222412,0.9888847321550905,0.22112134830104543,0.0,0,0.2612,0.3788,5.224,7.5760000000000005,1.5199571754730936,2.19265748163103,0.2883262958532185,0.5262248432827836,8.443679545521128,10.904767856318102,2.8985379346893128,4.019744559831137,-1.7104224401922903,-0.8436267548521921,0.3082142857142857,0.1155771720832748,0.025843841342539347,0.2575603566829086,0.35886821474566283
imperfection_aware,Imperfection-aware,3,0.3,0.11920791213585395,0.026655699499159153,6.0,2.3841582427170787,0.533113989983183,1.7243786415325402,0.8537320865285151,0.19090029800504918,0.36841315183396256,0.2011927423729148,0.044988064852543974,9.10916650291043,3.0447761511882243,0.6808326450327046,3.2204274160695583,1.415823156442063,0.3165876821922772,-1.1296396378212477,1.0013544821095735,0.2239096691571103,0.0,0,0.24775482898164805,0.35224517101835195,4.955096579632961,7.044903420367039,1.3502140574426438,2.0985432256224366,0.2802365447229764,0.45658975894494874,7.774734518646329,10.443598487174532,2.599915558972695,3.8409392731664216,-1.5685025893691837,-0.6907766862733115,0.3082142857142857,0.1155771720832748,0.025843841342539347,0.2575603566829086,0.35886821474566283
imperfection_aware,Imperfection-aware,4,0.3,0.11584926685818495,0.0259046835838415,6.0,2.3169853371636986,0.51809367167683,1.7133243038997121,0.812620463390238,0.18170745960479515,0.3593083329511705,0.17785054997244612,0.03976859195741129,9.080809713681642,3.0183353795419485,0.6749203087548424,3.215074507447318,1.3514255763307033,0.30218794552072825,-1.158978567197947,0.990558899309131,0.22149570345725864,0.0,0,0.24922682017567066,0.3507731798243293,4.984536403513413,7.015463596486587,1.3571776830743136,2.0694709247251106,0.28136189271464435,0.4372547731876966,7.757965908522151,10.403653518841134,2.6227861342266907,3.807362880667945,-1.5931101459741739,-0.7248469884217199,0.3082142857142857,0.1155771720832748,0.025843841342539347,0.2575603566829086,0.35886821474566283
imperfection_aware,Imperfection-aware,5,0.3025,0.115251441365573,0.02577100573982524,6.05,2.3050288273114594,0.5154201147965047,1.7399580201877474,0.8363970650037394,0.18702406935296717,0.36934944796000235,0.1845738424767316,0.04127196586463099,9.010263219499652,3.1967598583923063,0.71481723511078,3.2590334772742153,1.3833760308388603,0.3093322843399537,-1.2000789739564572,1.0294467878351934,0.23019129968182958,0.05,1,0.25198882874994255,0.35301117125005743,5.03977657499885,7.0602234250011495,1.3733908442559317,2.106525196119563,0.2884563948653256,0.4502425010546791,7.609221438682524,10.411305000316782,2.652742199967906,3.8653247545805245,-1.6512539213328432,-0.7489040265800713,0.3082142857142857,0.1155771720832748,0.025843841342539347,0.2575603566829086,0.35886821474566283
imperfection_aware,Imperfection-aware,6,0.2975,0.1292437517577583,0.028899781459745554,5.95,2.5848750351551666,0.5779956291949111,1.6726187789584324,0.8076282378143812,0.18059116403013226,0.39119157463945664,0.23960574389474487,0.05357747311480547,9.062066666757834,2.8457396209224406,0.636326723864706,3.1938668471037435,1.2772860256647325,0.2856098380096883,-1.181818179714917,0.909176211899561,0.20329798133331717,0.55,2,0.2408564283388987,0.3541435716611013,4.817128566777974,7.082871433222026,1.3186600974593732,2.0265774604574918,0.2861797273344379,0.49620342194447536,7.81486628798301,10.309267045532659,2.6340715646047546,3.7536621296027324,-1.5802822231282185,-0.7833541363016153,0.3082142857142857,0.1155771720832748,0.025843841342539347,0.2575603566829086,0.35886821474566283
imperfection_aware,Imperfection-aware,7,0.2875,0.1255252123972249,0.028068290781029417,5.75,2.5105042479444974,0.5613658156205884,1.5870839548389455,0.7380469395309631,0.16503231273769103,0.37866845014786465,0.20490666409173613,0.04581852299518373,9.020529151901567,2.9018104364785837,0.6488645393784448,3.069152337031568,1.2612677920349997,0.28202805208213283,-1.1227354765947535,0.7636902006213282,0.1707663202339742,1.55,3,0.23248615006918233,0.3425138499308176,4.649723001383647,6.850276998616353,1.263620621873071,1.91054728780482,0.28886414507730457,0.46847275521842474,7.748754654719815,10.292303649083319,2.5163773549505875,3.6219273191125483,-1.457437464253343,-0.788033488936164,0.3082142857142857,0.1155771720832748,0.025843841342539347,0.2575603566829086,0.35886821474566283
